applicant_id,credit_score,annual_income,loan_amount,employment_years,debt_to_income,loan_purpose,Default
A00966,716,54594.0,7422.0,8,0.279,Auto,No
A00967,411,65891.0,11837.0,16,0.275,Personal,Yes
A00968,688,39993.0,5549.0,10,0.17,Home improvement,No
A00969,497,30067.0,17535.0,17,0.716,Education,Yes
A00970,628,71262.0,7199.0,3,0.28,Education,No
A00971,733,60928.0,14188.0,7,0.369,Home improvement,No
A00972,524,96266.0,40791.0,0,0.633,Education,Yes
A00973,666,42870.0,7690.0,16,0.429,Auto,No
A00974,624,63386.0,10018.0,22,0.291,Education,No
A00975,587,58906.0,29285.0,0,0.667,Auto,Yes
A00976,594,40683.0,10175.0,24,0.451,Education,Yes
A00977,757,47871.0,16728.0,20,0.573,Education,Yes
A00978,676,85986.0,50294.0,1,0.712,Auto,No
A00979,668,55945.0,6145.0,10,0.254,Auto,No
A00980,663,33122.0,18055.0,0,0.629,Personal,No
A00981,604,70379.0,28981.0,23,0.517,Auto,Yes
A00982,637,48419.0,4866.0,8,0.251,Auto,No
A00983,700,47289.0,5189.0,17,0.249,Personal,No
A00984,605,18568.0,3415.0,5,0.31,Education,No
A00985,564,51402.0,10017.0,0,0.329,Education,Yes
A00986,649,61809.0,26515.0,14,0.575,Personal,No
A00987,582,31790.0,15580.0,0,0.601,Auto,No
A00988,636,52561.0,27912.0,20,0.585,Home improvement,No
A00989,595,52970.0,20356.0,11,0.625,Personal,Yes
A00990,558,43098.0,24931.0,14,0.85,Auto,Yes
A00991,619,49134.0,24458.0,16,0.687,Home improvement,No
A00992,571,86691.0,29615.0,3,0.49,Auto,Yes
A00993,671,42962.0,9717.0,9,0.436,Education,No
A00994,614,37627.0,16811.0,15,0.644,Auto,No
A00995,801,50584.0,25587.0,12,0.699,Home improvement,No
A00996,619,51537.0,27018.0,7,0.567,Auto,No
A00997,595,52532.0,18134.0,13,0.414,Education,Yes
A00998,605,44793.0,10478.0,2,0.421,Personal,No
A00999,703,23185.0,12225.0,23,0.612,Home improvement,No
A01000,546,83076.0,37064.0,9,0.666,Education,No
A01001,637,47343.0,6383.0,2,0.205,Personal,No
A01002,569,56935.0,32611.0,15,0.785,Education,Yes
A01003,613,34693.0,8510.0,0,0.278,Personal,Yes
A01004,818,94374.0,28606.0,13,0.57,Personal,No
A01005,552,47694.0,17339.0,20,0.501,Personal,Yes
A01006,589,29606.0,6502.0,22,0.294,Auto,No
A01007,585,63309.0,21416.0,3,0.552,Auto,No
A01008,626,35825.0,13366.0,4,0.648,Auto,No
A01009,479,40743.0,23735.0,11,0.854,Personal,Yes
A01010,524,37893.0,7617.0,21,0.302,Personal,Yes
A01011,577,46161.0,14290.0,2,0.471,Auto,No
A01012,708,27994.0,4588.0,18,0.246,Home improvement,No
A01013,850,54145.0,14661.0,21,0.287,Auto,No
A01014,592,65219.0,31240.0,19,0.604,Personal,No
A01015,562,56761.0,25831.0,13,0.75,Education,No
A01016,657,107772.0,18766.0,23,0.467,Education,No
A01017,618,54036.0,6159.0,14,0.26,Auto,No
A01018,787,74616.0,37769.0,3,0.745,Auto,No
A01019,564,33583.0,17150.0,2,0.57,Auto,Yes
A01020,680,22649.0,3832.0,7,0.27,Auto,No
A01021,683,29637.0,4128.0,9,0.161,Home improvement,Yes
A01022,594,56692.0,29399.0,12,0.811,Education,Yes
A01023,651,74576.0,16918.0,20,0.514,Home improvement,No
A01024,807,44926.0,15477.0,0,0.45,Home improvement,No
A01025,611,67124.0,8901.0,9,0.352,Education,Yes
A01026,576,51993.0,27642.0,7,0.536,Education,No
A01027,743,55818.0,21810.0,14,0.501,Personal,No
A01028,606,40754.0,17777.0,14,0.458,Auto,No
A01029,647,51844.0,10328.0,24,0.38,Home improvement,No
A01030,627,76096.0,17938.0,8,0.504,Personal,Yes
A01031,527,26545.0,13787.0,11,0.79,Personal,No
A01032,553,60892.0,13385.0,6,0.276,Education,No
A01033,605,36082.0,21117.0,23,0.774,Personal,No
A01034,689,54618.0,29735.0,5,0.596,Personal,Yes
A01035,646,52618.0,20222.0,6,0.396,Education,No
A01036,529,27451.0,9555.0,24,0.47,Personal,No
A01037,658,18722.0,6033.0,20,0.51,Home improvement,No
A01038,608,70538.0,8731.0,19,0.404,Auto,No
A01039,709,56888.0,14463.0,1,0.33,Home improvement,No
A01040,593,52603.0,27082.0,10,0.543,Education,Yes
A01041,573,51568.0,22863.0,15,0.655,Personal,Yes
A01042,640,23418.0,9379.0,11,0.663,Personal,Yes
A01043,744,63161.0,27539.0,2,0.724,Education,Yes
A01044,643,24623.0,9963.0,12,0.509,Personal,No
A01045,657,52914.0,22748.0,1,0.583,Home improvement,No
A01046,678,45134.0,20341.0,14,0.51,Home improvement,Yes
A01047,811,35221.0,9296.0,17,0.351,Personal,No
A01048,662,42331.0,17397.0,21,0.494,Home improvement,Yes
A01049,496,57608.0,21366.0,13,0.59,Personal,Yes
A01050,715,54200.0,26055.0,15,0.748,Personal,No
A01051,714,38383.0,5394.0,24,0.195,Auto,No
A01052,733,63193.0,24323.0,9,0.46,Education,No
A01053,675,30813.0,14601.0,7,0.591,Education,No
A01054,704,47770.0,7521.0,16,0.207,Personal,No
A01055,705,48526.0,25191.0,14,0.637,Home improvement,No
A01056,678,39746.0,12608.0,10,0.326,Auto,Yes
A01057,505,97539.0,54564.0,18,0.615,Education,No
A01058,501,35436.0,4202.0,11,0.221,Education,No
A01059,658,97200.0,23292.0,9,0.335,Auto,No
A01060,627,34803.0,6672.0,11,0.403,Home improvement,No
A01061,651,34629.0,7164.0,1,0.338,Personal,No
A01062,680,55376.0,10148.0,6,0.425,Auto,No
A01063,768,32349.0,6101.0,13,0.307,Education,No
A01064,631,91394.0,14616.0,1,0.399,Home improvement,No
A01065,557,91810.0,15023.0,3,0.296,Auto,Yes
A01066,724,33817.0,19907.0,24,0.88,Personal,Yes
A01067,798,26951.0,6794.0,4,0.26,Auto,No
A01068,731,27007.0,5319.0,16,0.433,Home improvement,No
A01069,754,53651.0,29290.0,9,0.607,Education,No
A01070,657,19369.0,9353.0,8,0.691,Education,No
A01071,525,55636.0,25725.0,5,0.688,Personal,No
A01072,593,78933.0,38626.0,5,0.756,Personal,No
A01073,628,60858.0,22406.0,16,0.503,Home improvement,No
A01074,630,53225.0,19192.0,4,0.486,Home improvement,Yes
A01075,694,39363.0,21303.0,1,0.594,Auto,Yes
A01076,717,82726.0,9925.0,8,0.266,Auto,No
A01077,682,90392.0,48164.0,5,0.811,Auto,Yes
A01078,548,78239.0,43098.0,15,0.807,Home improvement,No
A01079,479,89960.0,48684.0,8,0.648,Home improvement,Yes
A01080,535,62125.0,25984.0,11,0.68,Personal,No
A01081,599,37712.0,12709.0,22,0.571,Education,No
A01082,489,41694.0,14556.0,2,0.449,Personal,No
A01083,732,81102.0,20385.0,10,0.536,Education,No
A01084,660,22503.0,10822.0,8,0.699,Personal,No
A01085,591,37495.0,13713.0,2,0.392,Auto,No
A01086,691,37225.0,16407.0,8,0.697,Auto,Yes
A01087,623,39178.0,14653.0,8,0.616,Education,No
A01088,637,26596.0,10673.0,3,0.434,Home improvement,No
A01089,601,40036.0,16959.0,14,0.669,Auto,No
A01090,734,27268.0,6618.0,15,0.317,Personal,No
A01091,699,32848.0,11869.0,21,0.484,Home improvement,Yes
A01092,695,64107.0,11459.0,20,0.438,Education,No
A01093,582,29781.0,6680.0,22,0.507,Auto,Yes
A01094,675,27017.0,7297.0,0,0.398,Personal,Yes
A01095,571,96841.0,11566.0,12,0.164,Education,No
A01096,636,31301.0,18049.0,21,0.793,Education,Yes
A01097,624,33030.0,14461.0,0,0.458,Education,Yes
A01098,687,48709.0,23897.0,6,0.638,Education,No
A01099,695,28676.0,10891.0,9,0.502,Personal,No
A01100,759,38803.0,7585.0,6,0.406,Auto,No
A01101,606,33137.0,16541.0,9,0.519,Education,No
A01102,726,40912.0,6541.0,4,0.451,Auto,No
A01103,651,44393.0,8743.0,7,0.375,Personal,No
A01104,727,34693.0,10113.0,23,0.59,Personal,Yes
A01105,565,45367.0,11910.0,4,0.441,Home improvement,No
A01106,708,54653.0,21125.0,23,0.434,Auto,No
A01107,783,56513.0,6100.0,3,0.252,Auto,No
A01108,525,33429.0,12497.0,0,0.384,Home improvement,Yes
A01109,687,58143.0,18868.0,11,0.478,Home improvement,No
A01110,666,64322.0,13559.0,0,0.507,Home improvement,No
A01111,538,38716.0,17890.0,8,0.483,Personal,No
A01112,714,42295.0,19621.0,11,0.47,Auto,No
A01113,552,97069.0,39472.0,23,0.431,Education,No
A01114,573,61870.0,33619.0,14,0.755,Personal,No
A01115,593,57042.0,30457.0,18,0.562,Personal,Yes
A01116,645,46768.0,13109.0,11,0.485,Home improvement,No
A01117,689,40795.0,9886.0,13,0.28,Personal,No
A01118,599,38487.0,9094.0,1,0.288,Auto,Yes
A01119,657,39647.0,7966.0,8,0.231,Auto,No
A01120,586,34523.0,7906.0,23,0.348,Education,No
A01121,620,41495.0,20461.0,11,0.751,Education,No
A01122,623,40355.0,21578.0,4,0.601,Personal,No
A01123,795,56150.0,23462.0,18,0.425,Auto,No
A01124,605,47823.0,24079.0,7,0.803,Personal,Yes
A01125,618,28788.0,12614.0,16,0.576,Education,No
A01126,648,51312.0,25432.0,0,0.647,Education,Yes
A01127,555,71241.0,7993.0,21,0.358,Education,Yes
A01128,659,64570.0,16162.0,16,0.5,Personal,No
A01129,792,46806.0,8366.0,10,0.419,Home improvement,No
A01130,691,46569.0,26933.0,7,0.771,Auto,No
A01131,659,73636.0,30381.0,8,0.512,Home improvement,No
A01132,724,50087.0,16192.0,3,0.418,Auto,No
A01133,595,49272.0,27119.0,18,0.567,Personal,No
A01134,662,76384.0,39127.0,15,0.784,Personal,Yes
A01135,574,43294.0,9006.0,23,0.431,Auto,Yes
A01136,667,67304.0,37012.0,23,0.712,Home improvement,Yes
A01137,671,46163.0,14144.0,22,0.327,Auto,Yes
A01138,599,38361.0,4613.0,24,0.277,Education,Yes
A01139,590,82074.0,44240.0,24,0.767,Personal,Yes
A01140,710,45613.0,25065.0,10,0.576,Home improvement,Yes
A01141,549,32418.0,10393.0,20,0.61,Home improvement,Yes
A01142,594,67861.0,30857.0,7,0.466,Home improvement,Yes
A01143,616,51744.0,7797.0,1,0.271,Personal,No
A01144,571,33480.0,5506.0,23,0.327,Home improvement,Yes
A01145,717,22753.0,13085.0,8,0.64,Home improvement,Yes
A01146,477,58410.0,20221.0,5,0.503,Home improvement,Yes
A01147,711,19953.0,3146.0,9,0.431,Education,No
A01148,617,61732.0,34065.0,24,0.587,Personal,Yes
A01149,781,53716.0,19856.0,3,0.658,Education,No
A01150,759,55621.0,8113.0,12,0.409,Personal,No
A01151,599,38748.0,21752.0,19,0.785,Education,No
A01152,707,54470.0,32140.0,20,0.806,Education,No
A01153,698,51037.0,14701.0,14,0.387,Education,No
A01154,614,45316.0,17770.0,7,0.482,Education,No
A01155,610,60102.0,12804.0,24,0.228,Education,No
A01156,711,90235.0,46498.0,17,0.76,Education,No
A01157,700,57985.0,28432.0,6,0.627,Personal,No
A01158,674,41677.0,22425.0,17,0.683,Education,No
A01159,651,50907.0,25108.0,18,0.594,Education,No
A01160,631,37130.0,16776.0,0,0.667,Home improvement,Yes
A01161,423,29623.0,3766.0,12,0.239,Personal,No
A01162,610,83154.0,11765.0,14,0.307,Education,No
A01163,667,64511.0,9998.0,22,0.215,Home improvement,No
A01164,664,90917.0,20376.0,1,0.275,Home improvement,Yes
A01165,534,45587.0,25773.0,13,0.62,Education,Yes
A01166,550,23224.0,4011.0,20,0.428,Home improvement,No
A01167,649,61189.0,33957.0,20,0.664,Personal,Yes
A01168,595,32562.0,14144.0,11,0.629,Auto,No
A01169,723,66357.0,15434.0,22,0.516,Auto,No
A01170,616,51207.0,9687.0,13,0.439,Home improvement,No
A01171,673,86387.0,45499.0,7,0.766,Education,No
A01172,672,83017.0,25194.0,23,0.41,Personal,No
A01173,626,91685.0,29806.0,13,0.328,Personal,No
A01174,613,61667.0,33790.0,23,0.747,Education,No
A01175,658,45391.0,27158.0,12,0.737,Personal,No
A01176,774,58295.0,31722.0,15,0.545,Home improvement,No
A01177,601,76750.0,15157.0,18,0.391,Education,No
A01178,586,52466.0,5858.0,21,0.279,Education,Yes
A01179,673,91044.0,40000.0,20,0.687,Personal,No
A01180,536,44288.0,4569.0,1,0.353,Home improvement,No
A01181,589,55373.0,32871.0,24,0.835,Personal,No
A01182,751,20832.0,7690.0,3,0.381,Education,No
A01183,538,113182.0,43856.0,18,0.508,Auto,No
A01184,677,94898.0,44620.0,16,0.759,Education,Yes
A01185,606,30693.0,10246.0,3,0.362,Education,No
A01186,572,42969.0,8023.0,1,0.442,Personal,Yes
A01187,685,37240.0,11502.0,22,0.341,Home improvement,No
A01188,706,41872.0,15922.0,24,0.423,Personal,No
A01189,684,53242.0,9538.0,9,0.415,Auto,No
A01190,629,48491.0,24713.0,21,0.553,Personal,No
A01191,638,70235.0,14541.0,16,0.479,Auto,Yes
A01192,590,52676.0,21907.0,23,0.669,Home improvement,No
A01193,590,97232.0,35240.0,13,0.618,Education,Yes
A01194,597,41675.0,11512.0,4,0.358,Home improvement,No
A01195,555,44140.0,11928.0,20,0.375,Personal,No
A01196,631,59838.0,25559.0,3,0.543,Education,Yes
A01197,591,42434.0,13983.0,2,0.598,Auto,No
A01198,513,76953.0,32020.0,10,0.631,Personal,No
A01199,621,51218.0,22642.0,9,0.457,Personal,No
A01200,712,28946.0,15871.0,13,0.563,Personal,No
A01201,597,75615.0,13784.0,12,0.388,Home improvement,No
A01202,685,45285.0,5153.0,12,0.374,Home improvement,No
A01203,660,71184.0,37447.0,2,0.678,Home improvement,Yes
A01204,546,61452.0,28330.0,13,0.532,Auto,Yes
A01205,609,31869.0,6224.0,11,0.418,Auto,No
A01206,653,50714.0,9864.0,3,0.336,Auto,No
A01207,607,40091.0,11663.0,8,0.306,Personal,No
A01208,717,33641.0,10611.0,18,0.371,Education,No
A01209,646,76072.0,31299.0,3,0.639,Home improvement,No
A01210,659,43015.0,22147.0,24,0.523,Auto,No
A01211,621,41585.0,9964.0,19,0.451,Education,No
A01212,686,72261.0,13625.0,12,0.303,Personal,No
A01213,653,57386.0,17139.0,2,0.537,Personal,Yes
A01214,671,33090.0,13121.0,10,0.579,Auto,No
A01215,666,51377.0,21766.0,7,0.706,Personal,No
A01216,586,41894.0,20043.0,16,0.663,Home improvement,Yes
A01217,577,72147.0,40774.0,13,0.695,Personal,No
A01218,709,41938.0,22578.0,11,0.593,Personal,Yes
A01219,678,41802.0,16511.0,14,0.646,Personal,No
A01220,674,37441.0,20116.0,12,0.545,Education,No
A01221,628,115530.0,34197.0,6,0.512,Home improvement,No
A01222,588,23603.0,6239.0,10,0.315,Personal,Yes
A01223,640,42621.0,24653.0,5,0.614,Home improvement,Yes
A01224,697,30971.0,7548.0,12,0.4,Home improvement,No
A01225,607,76242.0,41314.0,19,0.621,Home improvement,No
A01226,807,50885.0,11758.0,4,0.387,Education,No
A01227,751,32319.0,15760.0,9,0.695,Home improvement,Yes
A01228,612,37684.0,21994.0,4,0.859,Education,Yes
A01229,718,43560.0,13879.0,4,0.512,Auto,No
A01230,527,26425.0,13978.0,23,0.739,Home improvement,Yes
A01231,452,76775.0,45502.0,0,0.762,Personal,Yes
A01232,554,51040.0,7838.0,23,0.205,Home improvement,No
A01233,669,27473.0,16411.0,14,0.774,Home improvement,No
A01234,642,47358.0,20585.0,4,0.534,Personal,No
A01235,638,17977.0,5359.0,19,0.544,Auto,No
A01236,602,59024.0,13364.0,17,0.385,Education,No
A01237,651,27367.0,5649.0,12,0.43,Auto,No
A01238,595,51021.0,7292.0,3,0.335,Personal,No
A01239,620,51951.0,8712.0,8,0.319,Personal,No
A01240,523,54875.0,20493.0,22,0.475,Home improvement,Yes
A01241,631,44418.0,11095.0,1,0.443,Education,Yes
A01242,584,46406.0,9366.0,7,0.371,Personal,Yes
A01243,618,65921.0,12265.0,5,0.352,Auto,No
A01244,676,63765.0,20034.0,0,0.527,Personal,Yes
A01245,571,57787.0,22562.0,0,0.679,Personal,Yes
A01246,533,54453.0,14766.0,17,0.392,Education,No
A01247,715,39701.0,14984.0,16,0.425,Education,No
A01248,698,36038.0,19214.0,3,0.564,Education,No
A01249,706,70511.0,16292.0,18,0.477,Home improvement,No
A01250,641,53169.0,22013.0,22,0.704,Personal,No
A01251,705,27412.0,10366.0,14,0.608,Personal,No
A01252,694,72244.0,38784.0,0,0.563,Auto,No
A01253,575,49170.0,19542.0,4,0.509,Home improvement,No
A01254,714,23085.0,12737.0,24,0.778,Home improvement,No
A01255,594,60051.0,17847.0,15,0.535,Home improvement,Yes
A01256,631,78389.0,36868.0,5,0.558,Home improvement,No
A01257,713,54880.0,26826.0,19,0.517,Personal,No
A01258,503,40391.0,5498.0,9,0.156,Auto,No
A01259,654,57120.0,20990.0,2,0.417,Education,No
A01260,584,53820.0,32004.0,20,0.728,Personal,Yes
A01261,441,37697.0,13535.0,5,0.559,Auto,No
A01262,638,42901.0,20819.0,11,0.735,Auto,No
A01263,755,57310.0,18029.0,13,0.353,Education,No
A01264,690,42258.0,8709.0,19,0.471,Education,Yes
A01265,766,43052.0,11018.0,3,0.321,Home improvement,No
A01266,656,53702.0,31711.0,23,0.722,Home improvement,No
A01267,705,34656.0,14329.0,3,0.712,Education,No
A01268,701,67033.0,26977.0,7,0.529,Education,No
A01269,650,80328.0,25777.0,2,0.531,Auto,No
A01270,637,23541.0,4586.0,0,0.283,Auto,No
A01271,603,76883.0,21542.0,20,0.31,Home improvement,No
A01272,648,27351.0,6028.0,10,0.25,Home improvement,No
A01273,646,102841.0,40505.0,24,0.475,Education,No
A01274,646,53574.0,32122.0,4,0.891,Home improvement,No
A01275,499,34405.0,9550.0,17,0.531,Auto,No
A01276,788,40339.0,4193.0,22,0.336,Auto,No
A01277,607,80204.0,44528.0,23,0.752,Home improvement,No
A01278,727,87470.0,11597.0,4,0.327,Personal,No
A01279,754,58183.0,6485.0,13,0.331,Auto,No
A01280,661,32830.0,12305.0,21,0.584,Education,No
A01281,607,39789.0,14194.0,11,0.572,Education,No
A01282,690,52210.0,28534.0,16,0.549,Auto,No
A01283,771,60642.0,35636.0,5,0.743,Education,No
A01284,539,42415.0,19880.0,11,0.472,Education,Yes
A01285,684,64815.0,28985.0,22,0.732,Home improvement,No
A01286,589,97442.0,52600.0,7,0.753,Education,No
A01287,531,22891.0,3567.0,16,0.427,Home improvement,No
A01288,645,79121.0,44678.0,9,0.661,Personal,No
A01289,636,52703.0,5897.0,0,0.147,Auto,No
A01290,692,61561.0,27829.0,5,0.57,Home improvement,Yes
A01291,810,70459.0,29324.0,19,0.584,Auto,No
A01292,565,33883.0,17721.0,15,0.701,Personal,Yes
A01293,677,27300.0,15054.0,22,0.639,Home improvement,No
A01294,647,30982.0,11505.0,14,0.427,Education,No
A01295,671,31383.0,7646.0,0,0.496,Auto,Yes
A01296,740,37829.0,20085.0,3,0.739,Personal,No
A01297,551,38505.0,13242.0,4,0.405,Personal,Yes
A01298,752,68011.0,21829.0,11,0.387,Home improvement,Yes
A01299,707,46229.0,14679.0,14,0.357,Education,No
A01300,592,44399.0,4662.0,12,0.261,Home improvement,Yes
A01301,647,66041.0,39421.0,12,0.664,Home improvement,No
A01302,753,53199.0,9138.0,17,0.219,Home improvement,Yes
A01303,627,43157.0,4804.0,18,0.213,Education,No
A01304,762,127148.0,38305.0,4,0.345,Education,No
A01305,612,57204.0,13815.0,9,0.39,Home improvement,No
A01306,691,34437.0,10063.0,21,0.464,Home improvement,Yes
A01307,779,54093.0,9528.0,16,0.335,Education,No
A01308,584,61645.0,28654.0,0,0.66,Education,Yes
A01309,674,47509.0,9361.0,13,0.268,Home improvement,No
A01310,721,69344.0,21943.0,13,0.358,Personal,No
A01311,685,66504.0,8937.0,9,0.219,Education,No
A01312,573,74001.0,7950.0,18,0.281,Home improvement,No
A01313,714,38448.0,16254.0,24,0.571,Auto,No
A01314,592,77848.0,42735.0,24,0.833,Education,Yes
A01315,617,56098.0,12059.0,6,0.238,Home improvement,No
A01316,656,26797.0,15026.0,5,0.616,Auto,No
A01317,492,106900.0,50837.0,7,0.531,Education,Yes
A01318,752,61784.0,28110.0,14,0.494,Personal,No
A01319,720,78539.0,10899.0,24,0.436,Education,No
A01320,574,97772.0,26821.0,18,0.294,Home improvement,No
A01321,758,30254.0,3730.0,11,0.128,Personal,No
A01322,634,57771.0,29157.0,1,0.803,Auto,No
A01323,606,65477.0,33703.0,15,0.547,Home improvement,No
A01324,586,64984.0,36975.0,14,0.842,Auto,No
A01325,624,45278.0,7606.0,13,0.32,Home improvement,No
A01326,807,53479.0,7074.0,3,0.263,Personal,No
A01327,437,52472.0,24576.0,9,0.749,Education,No
A01328,601,45173.0,18926.0,1,0.541,Personal,Yes
A01329,725,35437.0,12237.0,6,0.352,Auto,No
A01330,665,40988.0,21169.0,19,0.678,Education,No
A01331,609,57460.0,18706.0,12,0.471,Education,No
A01332,496,82428.0,38807.0,12,0.524,Home improvement,No
A01333,661,29886.0,3449.0,6,0.224,Personal,No
A01334,736,47523.0,24590.0,18,0.71,Auto,Yes
A01335,660,33539.0,7831.0,4,0.42,Auto,No
A01336,577,46163.0,21328.0,8,0.653,Personal,No
A01337,550,67352.0,16645.0,23,0.254,Education,No
A01338,516,66247.0,31555.0,7,0.668,Education,No
A01339,541,39453.0,15860.0,8,0.477,Personal,No
A01340,736,67806.0,12542.0,24,0.297,Auto,No
A01341,573,99105.0,23156.0,24,0.289,Auto,No
A01342,579,80606.0,34705.0,3,0.612,Personal,Yes
A01343,685,65452.0,6620.0,13,0.134,Auto,No
A01344,794,22118.0,5392.0,0,0.455,Education,Yes
A01345,761,55552.0,19027.0,3,0.504,Education,No
A01346,651,72597.0,13066.0,13,0.347,Auto,No
A01347,544,44610.0,4991.0,10,0.138,Home improvement,No
A01348,619,53951.0,10138.0,10,0.256,Auto,No
A01349,633,68368.0,12543.0,19,0.453,Auto,No
A01350,673,20018.0,10109.0,20,0.671,Auto,Yes
A01351,576,141597.0,16087.0,12,0.146,Personal,No
A01352,724,46139.0,16109.0,19,0.569,Auto,No
A01353,649,52734.0,19860.0,11,0.402,Personal,No
A01354,617,62988.0,14665.0,3,0.495,Education,No
A01355,655,32544.0,3544.0,21,0.317,Education,No
A01356,538,39768.0,6781.0,4,0.41,Personal,No
A01357,589,31854.0,5698.0,20,0.227,Education,No
A01358,673,48222.0,23378.0,19,0.76,Personal,No
A01359,709,74973.0,31901.0,13,0.688,Education,Yes
A01360,680,35160.0,14077.0,10,0.438,Home improvement,No
A01361,641,104736.0,32771.0,20,0.34,Auto,No
A01362,671,45984.0,20186.0,16,0.526,Personal,No
A01363,610,45399.0,13642.0,11,0.416,Personal,No
A01364,766,78245.0,8451.0,21,0.278,Personal,No
A01365,606,73284.0,33722.0,8,0.564,Home improvement,No
A01366,690,54173.0,13246.0,15,0.497,Home improvement,No
A01367,747,83334.0,21307.0,0,0.272,Education,No
A01368,641,84723.0,42637.0,11,0.545,Home improvement,Yes
A01369,644,40344.0,20945.0,18,0.627,Personal,No
A01370,756,51752.0,18188.0,14,0.584,Auto,No
A01371,504,54105.0,17121.0,0,0.575,Home improvement,Yes
A01372,707,53096.0,11906.0,18,0.343,Auto,No
A01373,659,59224.0,19492.0,13,0.619,Auto,Yes
A01374,723,52499.0,27906.0,14,0.788,Education,No
A01375,817,50411.0,24564.0,2,0.704,Education,Yes
A01376,581,44659.0,4806.0,13,0.264,Home improvement,No
A01377,600,38932.0,4690.0,24,0.243,Personal,No
A01378,607,52112.0,8022.0,22,0.28,Education,No
A01379,551,61287.0,21366.0,5,0.363,Home improvement,Yes
A01380,540,67597.0,27075.0,6,0.654,Personal,Yes
A01381,508,48206.0,6179.0,14,0.414,Personal,No
A01382,739,46698.0,22572.0,14,0.533,Education,Yes
A01383,557,49834.0,5470.0,18,0.194,Education,Yes
A01384,734,60048.0,32626.0,16,0.588,Auto,Yes
A01385,625,86018.0,42998.0,11,0.641,Auto,No
A01386,627,79573.0,10573.0,0,0.222,Home improvement,No
A01387,733,40241.0,18165.0,19,0.692,Education,Yes
A01388,703,76156.0,45411.0,9,0.819,Education,No
A01389,664,52223.0,14960.0,23,0.379,Auto,No
A01390,790,40278.0,10119.0,22,0.34,Home improvement,No
A01391,687,64060.0,18599.0,21,0.306,Personal,No
A01392,633,60723.0,30320.0,5,0.797,Personal,No
A01393,584,58967.0,6218.0,20,0.167,Personal,No
A01394,691,37438.0,16439.0,3,0.446,Auto,No
A01395,681,44084.0,16676.0,5,0.631,Home improvement,No
A01396,627,73140.0,27188.0,1,0.411,Personal,No
A01397,598,38755.0,20560.0,11,0.549,Home improvement,No
A01398,610,57492.0,28295.0,11,0.572,Education,Yes
A01399,708,30713.0,6152.0,7,0.246,Personal,Yes
A01400,688,25994.0,3265.0,23,0.302,Home improvement,No
A01401,632,39107.0,13326.0,19,0.46,Auto,No
A01402,681,26692.0,9418.0,10,0.368,Home improvement,No
A01403,645,28471.0,5112.0,7,0.278,Personal,No
A01404,727,60495.0,18253.0,14,0.423,Education,Yes
A01405,543,51267.0,22493.0,9,0.532,Education,No
A01406,671,80004.0,13545.0,17,0.268,Auto,No
A01407,596,40698.0,6807.0,23,0.331,Home improvement,No
A01408,770,39628.0,19210.0,24,0.769,Education,No
A01409,638,45525.0,10905.0,22,0.304,Home improvement,No
A01410,684,35727.0,8992.0,0,0.377,Home improvement,No
A01411,648,42672.0,20657.0,12,0.624,Auto,No
A01412,730,78536.0,38490.0,12,0.617,Home improvement,No
A01413,561,30014.0,10097.0,1,0.601,Personal,Yes
A01414,645,73228.0,17970.0,7,0.263,Auto,No
A01415,572,53573.0,28339.0,19,0.704,Auto,Yes
A01416,479,32973.0,7623.0,17,0.455,Education,Yes
A01417,712,22055.0,8312.0,13,0.659,Auto,No
A01418,627,35500.0,4859.0,2,0.294,Education,No
A01419,685,61714.0,23877.0,24,0.671,Home improvement,No
A01420,698,33521.0,11230.0,24,0.512,Auto,Yes
A01421,661,30708.0,5456.0,17,0.347,Education,No
A01422,636,45789.0,26262.0,5,0.765,Personal,No
A01423,791,54060.0,14265.0,16,0.3,Auto,Yes
A01424,602,18988.0,6058.0,12,0.592,Home improvement,No
A01425,655,113348.0,63080.0,1,0.591,Home improvement,Yes
A01426,805,68262.0,9694.0,14,0.29,Education,No
A01427,685,29796.0,3548.0,12,0.376,Education,Yes
A01428,712,30897.0,16859.0,2,0.782,Education,No
A01429,605,54887.0,15594.0,10,0.583,Auto,Yes
A01430,634,66672.0,26096.0,6,0.592,Home improvement,No
A01431,778,62305.0,22226.0,7,0.617,Education,No
A01432,774,71643.0,17819.0,16,0.462,Personal,No
A01433,584,53204.0,8476.0,6,0.374,Education,No
A01434,660,31586.0,8109.0,3,0.418,Education,Yes
A01435,643,40859.0,11127.0,3,0.399,Education,Yes
A01436,583,53718.0,31494.0,18,0.856,Education,Yes
A01437,757,38156.0,4282.0,17,0.129,Home improvement,No
A01438,569,52535.0,27523.0,19,0.814,Auto,No
A01439,510,32813.0,6124.0,10,0.191,Personal,No
A01440,646,84399.0,47759.0,8,0.702,Home improvement,No
A01441,535,41948.0,20234.0,10,0.523,Auto,Yes
A01442,414,70715.0,12774.0,1,0.207,Home improvement,No
A01443,644,45856.0,5836.0,1,0.187,Personal,No
A01444,599,57889.0,25208.0,21,0.507,Education,No
A01445,741,63140.0,25283.0,24,0.466,Personal,No
A01446,567,35588.0,8193.0,1,0.522,Personal,Yes
A01447,617,48857.0,28362.0,11,0.744,Auto,Yes
A01448,731,48838.0,18816.0,16,0.635,Personal,No
A01449,706,62252.0,18694.0,21,0.577,Education,Yes
