transaction_id,amount,hour_of_day,merchant_category,distance_from_home_km,chip_used,transaction_count_24h,IsFraud
T001081,10.29,8,Electronics,60.9,Yes,1,No
T001082,54.85,16,Gas,60.0,Yes,0,No
T001083,360.09,16,Groceries,91.8,Yes,0,No
T001084,75.8,9,Travel,8.7,Yes,5,No
T001085,53.23,3,Gas,552.0,Yes,2,No
T001086,38.39,12,Travel,93.3,Yes,0,No
T001087,176.19,13,Gas,237.8,Yes,2,No
T001088,54.11,9,Electronics,36.4,No,1,No
T001089,105.11,9,Gas,550.1,No,1,No
T001090,27.49,13,Gas,78.8,No,1,No
T001091,499.48,19,Electronics,138.6,Yes,3,No
T001092,56.07,7,Gas,145.3,Yes,0,No
T001093,19.45,0,Electronics,150.2,Yes,0,No
T001094,150.88,12,Online,210.4,Yes,2,No
T001095,180.18,18,Travel,195.3,Yes,5,No
T001096,123.78,22,Travel,128.8,Yes,3,No
T001097,26.4,1,Travel,230.2,No,0,No
T001098,19.66,11,Online,198.3,Yes,2,No
T001099,60.59,7,Online,62.8,Yes,1,No
T001100,15.24,20,Travel,245.9,Yes,3,No
T001101,67.55,16,Online,140.3,Yes,1,No
T001102,31.58,10,Gas,390.1,Yes,3,No
T001103,140.49,17,Travel,59.2,No,6,No
T001104,29.26,0,Gas,100.5,Yes,4,No
T001105,219.34,10,Gas,223.5,Yes,4,Yes
T001106,45.74,7,Travel,20.9,Yes,1,No
T001107,3.0,10,Online,112.6,Yes,1,No
T001108,24.13,9,Gas,90.5,Yes,3,No
T001109,22.57,5,Online,87.8,Yes,1,Yes
T001110,60.82,11,Travel,179.3,No,2,Yes
T001111,28.7,17,Travel,65.0,No,3,No
T001112,347.0,13,Gas,23.5,No,1,No
T001113,188.82,13,Travel,61.2,Yes,3,No
T001114,16.06,3,Electronics,90.7,Yes,3,Yes
T001115,23.77,0,Groceries,279.4,No,3,Yes
T001116,117.38,18,Online,96.9,Yes,2,No
T001117,4.83,17,Travel,17.5,Yes,3,No
T001118,234.9,10,Electronics,172.5,Yes,2,No
T001119,48.42,6,Online,206.1,Yes,1,No
T001120,122.93,4,Online,30.7,Yes,2,No
T001121,123.0,19,Electronics,161.1,No,3,No
T001122,158.01,4,Online,159.5,Yes,4,No
T001123,31.04,12,Online,377.4,Yes,2,No
T001124,114.15,23,Online,89.8,No,2,No
T001125,91.45,14,Electronics,122.8,No,3,No
T001126,20.53,14,Groceries,284.3,No,2,No
T001127,101.58,7,Travel,211.9,Yes,1,No
T001128,4.33,4,Gas,48.0,Yes,6,No
T001129,513.04,23,Groceries,90.5,No,4,No
T001130,74.91,7,Groceries,371.0,No,0,No
T001131,82.2,21,Gas,102.1,Yes,3,Yes
T001132,67.29,14,Travel,39.3,Yes,3,No
T001133,118.14,3,Electronics,56.3,Yes,3,No
T001134,342.1,17,Electronics,243.5,Yes,3,No
T001135,150.42,1,Travel,103.0,Yes,0,No
T001136,178.43,23,Gas,115.8,Yes,2,No
T001137,40.07,8,Groceries,243.0,Yes,0,No
T001138,465.17,12,Travel,1.2,Yes,2,No
T001139,82.5,22,Gas,26.4,Yes,1,No
T001140,30.31,1,Online,287.0,Yes,1,Yes
T001141,44.42,17,Electronics,266.1,No,1,No
T001142,5.22,4,Gas,322.2,Yes,3,No
T001143,136.41,1,Gas,276.6,Yes,1,Yes
T001144,164.23,19,Groceries,211.5,Yes,1,No
T001145,8.46,13,Gas,44.4,No,5,No
T001146,260.21,18,Groceries,196.1,Yes,3,No
T001147,61.87,8,Electronics,97.2,Yes,3,No
T001148,119.88,0,Gas,66.9,Yes,0,Yes
T001149,100.95,14,Electronics,373.8,Yes,1,No
T001150,81.36,11,Online,285.3,No,2,No
T001151,62.15,4,Online,399.8,Yes,1,No
T001152,11.62,12,Travel,213.6,No,1,No
T001153,33.29,2,Electronics,129.4,No,3,No
T001154,224.81,4,Groceries,194.6,Yes,4,No
T001155,8.86,3,Gas,73.5,Yes,2,No
T001156,106.33,18,Travel,365.3,Yes,2,No
T001157,142.99,8,Electronics,52.3,Yes,2,No
T001158,14.51,4,Online,3.7,Yes,2,No
T001159,242.88,3,Gas,15.9,Yes,3,No
T001160,149.31,7,Electronics,12.4,No,3,No
T001161,237.14,17,Travel,166.7,Yes,4,No
T001162,116.72,11,Electronics,113.6,Yes,1,No
T001163,69.65,21,Groceries,148.2,Yes,1,No
T001164,36.42,2,Gas,382.5,Yes,1,No
T001165,443.87,3,Gas,274.6,Yes,2,No
T001166,135.31,9,Groceries,134.4,Yes,1,Yes
T001167,123.55,23,Electronics,250.7,Yes,2,No
T001168,81.91,12,Online,290.0,Yes,5,No
T001169,32.05,15,Electronics,10.4,No,2,No
T001170,19.18,23,Electronics,420.3,No,1,No
T001171,9.47,23,Gas,36.3,Yes,2,No
T001172,26.62,8,Gas,44.0,No,3,Yes
T001173,58.81,18,Groceries,176.2,No,3,No
T001174,139.04,10,Electronics,4.6,Yes,3,No
T001175,40.39,7,Gas,103.4,Yes,2,No
T001176,38.25,21,Gas,117.8,Yes,4,No
T001177,18.0,7,Gas,184.6,Yes,3,No
T001178,109.54,1,Groceries,144.1,Yes,0,Yes
T001179,80.5,18,Online,209.1,Yes,1,No
T001180,17.15,17,Online,22.3,No,1,No
T001181,61.35,19,Gas,277.6,No,2,No
T001182,89.94,14,Online,267.2,Yes,3,No
T001183,56.62,16,Online,86.6,No,2,No
T001184,44.66,21,Gas,56.3,Yes,1,No
T001185,25.92,6,Gas,198.8,Yes,2,No
T001186,76.8,19,Travel,98.8,Yes,2,No
T001187,25.6,18,Gas,159.6,No,1,Yes
T001188,96.14,13,Online,179.0,Yes,2,No
T001189,55.56,22,Travel,104.6,Yes,1,No
T001190,31.25,5,Online,366.6,Yes,2,No
T001191,2.36,17,Travel,172.2,No,0,No
T001192,802.24,10,Gas,120.9,Yes,2,No
T001193,40.66,18,Online,173.1,Yes,6,No
T001194,17.03,14,Online,133.4,Yes,4,No
T001195,21.36,1,Electronics,387.2,Yes,1,No
T001196,28.0,23,Online,212.6,Yes,5,No
T001197,86.55,6,Gas,263.6,Yes,1,No
T001198,140.86,20,Gas,286.8,No,3,No
T001199,55.31,15,Travel,132.2,Yes,0,No
T001200,135.86,5,Online,30.5,Yes,2,No
T001201,142.3,14,Gas,164.3,Yes,2,No
T001202,64.72,23,Online,220.9,Yes,1,No
T001203,37.71,12,Groceries,201.1,No,2,No
T001204,29.06,16,Online,72.6,No,4,No
T001205,37.15,0,Electronics,85.0,Yes,3,No
T001206,74.97,18,Groceries,207.1,Yes,2,No
T001207,155.57,19,Travel,47.6,Yes,2,No
T001208,266.02,1,Groceries,115.4,Yes,0,No
T001209,9.86,20,Groceries,120.6,Yes,2,No
T001210,65.72,9,Online,162.9,Yes,1,No
T001211,26.04,11,Electronics,233.0,Yes,2,No
T001212,125.82,17,Online,97.8,Yes,2,No
T001213,19.73,5,Groceries,116.2,Yes,1,No
T001214,149.1,14,Travel,43.7,No,2,No
T001215,222.09,6,Online,235.1,Yes,1,No
T001216,4.2,19,Electronics,216.2,No,3,No
T001217,250.74,6,Gas,215.3,Yes,3,No
T001218,48.44,5,Groceries,194.8,Yes,1,No
T001219,29.33,22,Groceries,24.4,Yes,1,No
T001220,42.54,5,Electronics,425.8,Yes,2,No
T001221,50.78,15,Online,25.3,Yes,3,No
T001222,74.77,15,Groceries,232.0,No,2,No
T001223,119.75,22,Gas,75.5,Yes,3,No
T001224,60.92,0,Groceries,111.2,No,2,No
T001225,45.43,11,Travel,131.3,No,1,No
T001226,28.32,7,Online,206.3,Yes,0,No
T001227,133.8,22,Travel,54.3,No,2,No
T001228,34.45,20,Electronics,288.5,No,3,No
T001229,35.73,9,Electronics,237.6,No,1,No
T001230,44.34,3,Electronics,61.0,Yes,1,No
T001231,8.5,2,Electronics,109.7,Yes,2,No
T001232,432.56,19,Groceries,106.2,No,1,Yes
T001233,42.05,5,Gas,30.9,Yes,3,No
T001234,48.86,1,Electronics,196.3,Yes,3,No
T001235,25.05,2,Gas,247.0,Yes,4,No
T001236,36.83,19,Electronics,90.0,No,3,No
T001237,68.21,21,Electronics,149.6,No,2,No
T001238,12.83,15,Electronics,262.2,No,5,No
T001239,35.11,18,Online,325.1,Yes,5,No
T001240,21.85,1,Online,19.7,Yes,2,Yes
T001241,146.77,2,Online,139.8,Yes,3,No
T001242,208.78,15,Groceries,24.2,No,2,No
T001243,75.43,13,Electronics,203.2,Yes,1,No
T001244,40.61,22,Online,219.4,Yes,1,No
T001245,40.03,0,Online,3.8,Yes,5,No
T001246,580.26,19,Groceries,18.3,Yes,1,Yes
T001247,180.27,6,Electronics,168.5,No,2,No
T001248,188.56,10,Electronics,295.6,Yes,4,No
T001249,27.67,8,Online,195.3,Yes,7,No
T001250,54.49,10,Travel,352.6,No,0,No
T001251,52.39,5,Travel,142.2,Yes,0,No
T001252,12.33,19,Online,300.8,No,4,No
T001253,67.84,4,Online,123.0,Yes,5,No
T001254,321.44,19,Electronics,12.5,Yes,0,No
T001255,108.83,9,Gas,84.2,No,1,No
T001256,45.74,23,Online,536.9,Yes,2,Yes
T001257,131.1,1,Online,19.2,No,0,No
T001258,345.57,4,Travel,380.0,Yes,0,No
T001259,25.27,18,Travel,211.7,No,2,No
T001260,53.65,11,Online,185.1,No,1,No
T001261,7.78,14,Groceries,185.6,No,3,No
T001262,28.45,20,Travel,75.7,Yes,2,No
T001263,189.23,9,Electronics,230.9,Yes,3,No
T001264,168.94,12,Groceries,28.2,Yes,4,No
T001265,244.31,23,Travel,88.3,Yes,0,No
T001266,204.67,1,Groceries,608.6,Yes,2,No
T001267,156.43,10,Travel,213.3,Yes,4,No
T001268,30.84,3,Travel,163.7,Yes,2,No
T001269,9.2,8,Gas,43.3,Yes,2,No
T001270,80.74,15,Gas,326.7,Yes,1,No
T001271,45.29,11,Gas,102.7,Yes,3,No
T001272,304.97,11,Electronics,181.9,Yes,2,No
T001273,7.04,7,Groceries,308.0,Yes,1,No
T001274,71.49,19,Electronics,213.2,No,3,No
T001275,46.13,3,Electronics,425.2,Yes,3,Yes
T001276,31.76,9,Online,128.9,No,2,No
T001277,13.93,8,Online,58.8,No,1,No
T001278,143.88,12,Gas,139.6,No,0,Yes
T001279,33.15,13,Groceries,33.3,Yes,2,No
T001280,48.99,3,Electronics,120.5,Yes,3,Yes
T001281,5.46,10,Groceries,173.7,Yes,2,No
T001282,176.82,12,Electronics,144.6,Yes,2,No
T001283,67.04,7,Travel,80.5,Yes,3,No
T001284,83.61,19,Electronics,161.7,No,2,No
T001285,28.82,18,Travel,17.8,Yes,2,No
T001286,59.09,4,Online,25.1,Yes,3,No
T001287,45.63,8,Gas,72.7,No,0,No
T001288,468.87,5,Gas,176.0,Yes,0,No
T001289,294.16,22,Travel,16.3,Yes,4,No
T001290,232.83,22,Electronics,647.3,No,4,No
T001291,49.62,13,Electronics,64.5,No,5,No
T001292,53.66,14,Groceries,299.3,Yes,2,No
T001293,33.96,16,Groceries,94.4,Yes,0,No
T001294,45.7,0,Gas,45.1,Yes,3,Yes
T001295,95.02,11,Online,54.7,Yes,5,No
T001296,39.35,16,Electronics,158.5,Yes,2,No
T001297,53.3,16,Electronics,227.6,Yes,1,No
T001298,259.01,6,Electronics,396.5,Yes,1,No
T001299,29.93,15,Gas,348.6,No,0,No
T001300,24.23,12,Online,49.2,Yes,0,No
T001301,6.83,16,Online,267.0,No,2,No
T001302,129.38,2,Gas,113.8,Yes,2,No
T001303,268.59,18,Electronics,15.6,Yes,0,No
T001304,259.83,14,Electronics,72.1,Yes,3,No
T001305,69.82,9,Electronics,6.1,Yes,0,No
T001306,30.72,12,Gas,148.2,Yes,2,No
T001307,380.32,22,Online,172.7,Yes,3,No
T001308,46.59,16,Electronics,12.7,Yes,1,No
T001309,65.66,18,Gas,166.9,Yes,2,No
T001310,16.38,14,Online,100.7,Yes,4,No
T001311,27.52,18,Online,92.1,Yes,2,No
T001312,60.65,10,Electronics,294.3,Yes,2,No
T001313,25.25,2,Electronics,177.4,No,4,No
T001314,10.46,14,Electronics,10.8,No,1,No
T001315,15.72,8,Online,68.7,Yes,2,No
T001316,21.12,23,Gas,26.1,Yes,0,No
T001317,56.54,20,Travel,208.2,Yes,5,No
T001318,118.68,6,Online,95.8,Yes,3,No
T001319,66.57,1,Electronics,110.5,No,3,No
T001320,96.54,14,Online,51.4,No,0,No
T001321,81.88,1,Groceries,34.5,Yes,1,No
T001322,42.32,16,Gas,27.9,No,3,No
T001323,34.18,21,Online,192.0,No,4,No
T001324,75.66,15,Electronics,155.7,No,4,No
T001325,53.39,12,Electronics,495.7,Yes,3,No
T001326,27.83,17,Electronics,386.3,Yes,1,No
T001327,119.58,3,Online,56.7,Yes,2,No
T001328,396.54,10,Online,33.7,No,1,No
T001329,23.6,15,Travel,208.6,No,0,No
T001330,89.46,14,Groceries,476.1,Yes,2,No
T001331,52.09,10,Travel,601.2,Yes,1,No
T001332,26.27,0,Gas,17.3,Yes,2,No
T001333,15.61,19,Gas,79.3,Yes,0,No
T001334,161.51,23,Online,352.3,Yes,2,No
T001335,59.31,10,Groceries,125.0,No,3,No
T001336,9.81,9,Gas,24.5,Yes,3,No
T001337,1217.72,11,Groceries,23.5,Yes,0,No
T001338,16.46,0,Electronics,40.6,Yes,4,No
T001339,69.05,10,Travel,72.6,Yes,2,No
T001340,17.72,8,Gas,108.4,Yes,3,No
T001341,104.86,21,Gas,135.8,Yes,0,No
T001342,72.99,17,Electronics,30.6,Yes,3,No
T001343,46.07,22,Groceries,293.4,Yes,2,No
T001344,105.48,12,Travel,379.5,Yes,0,No
T001345,66.84,6,Online,147.5,No,1,Yes
T001346,62.14,12,Travel,39.8,Yes,2,Yes
T001347,49.55,0,Online,571.9,No,2,Yes
T001348,63.89,4,Gas,123.7,Yes,5,No
T001349,97.7,18,Online,57.6,No,6,No
T001350,898.29,2,Gas,70.8,No,2,No
T001351,63.67,5,Groceries,66.4,No,1,No
T001352,47.41,11,Groceries,317.3,No,2,No
T001353,204.24,23,Online,47.0,Yes,1,No
T001354,119.0,15,Groceries,176.3,Yes,3,No
T001355,69.22,8,Travel,220.9,No,1,No
T001356,57.26,13,Electronics,404.5,Yes,2,No
T001357,89.28,21,Gas,155.3,No,1,No
T001358,37.53,13,Travel,128.6,No,3,No
T001359,24.92,3,Electronics,192.8,Yes,3,Yes
T001360,37.67,5,Electronics,63.2,Yes,0,No
T001361,28.75,23,Groceries,114.9,Yes,1,No
T001362,19.7,22,Electronics,42.9,Yes,1,No
T001363,83.4,10,Online,35.7,Yes,2,No
T001364,19.12,11,Electronics,282.1,Yes,3,No
T001365,21.14,16,Gas,117.5,No,2,No
T001366,28.65,12,Electronics,301.1,No,0,No
T001367,351.49,8,Gas,113.0,Yes,3,No
T001368,60.77,21,Electronics,389.3,Yes,2,No
T001369,20.35,9,Travel,101.2,Yes,1,No
T001370,44.14,14,Electronics,101.0,Yes,3,No
T001371,28.52,9,Electronics,190.3,Yes,5,No
T001372,67.83,12,Electronics,7.5,Yes,1,No
T001373,27.33,1,Travel,318.3,No,4,No
T001374,56.78,11,Electronics,492.5,No,3,Yes
T001375,152.02,11,Online,83.9,Yes,0,No
T001376,352.91,23,Groceries,257.8,Yes,2,No
T001377,65.89,6,Online,110.8,No,1,No
T001378,265.82,13,Groceries,322.7,Yes,2,No
T001379,9.36,2,Electronics,89.7,Yes,0,No
T001380,141.86,18,Travel,133.0,No,0,No
T001381,29.93,9,Online,198.3,No,4,No
T001382,93.38,14,Gas,161.5,No,3,No
T001383,129.18,3,Electronics,19.4,Yes,3,No
T001384,24.44,19,Online,18.6,No,3,No
T001385,98.39,21,Electronics,702.0,Yes,1,No
T001386,48.14,22,Travel,46.7,Yes,0,No
T001387,7.97,22,Electronics,38.2,Yes,5,No
T001388,34.75,18,Online,240.4,Yes,2,No
T001389,25.47,7,Online,138.4,No,2,No
T001390,9.37,20,Online,412.8,Yes,4,No
T001391,35.02,12,Gas,342.7,Yes,3,No
T001392,37.07,12,Groceries,348.1,No,2,No
T001393,34.44,10,Travel,183.9,No,0,No
T001394,136.35,9,Travel,112.7,Yes,1,No
T001395,170.85,11,Gas,80.1,Yes,2,No
T001396,45.41,13,Groceries,39.1,Yes,2,No
T001397,84.83,8,Gas,310.5,Yes,2,No
T001398,67.26,19,Travel,15.3,Yes,1,No
T001399,260.24,13,Groceries,194.0,Yes,0,No
T001400,55.94,6,Travel,222.3,Yes,0,No
T001401,54.33,12,Gas,154.9,Yes,3,No
T001402,40.15,22,Groceries,362.8,Yes,1,No
T001403,180.96,16,Groceries,412.5,Yes,0,No
T001404,18.22,9,Gas,193.0,Yes,4,No
T001405,28.53,12,Online,262.8,Yes,4,No
T001406,20.49,4,Travel,118.6,Yes,1,No
T001407,200.0,7,Travel,212.5,Yes,1,No
T001408,358.35,17,Travel,156.8,Yes,1,No
T001409,95.23,15,Gas,213.0,No,2,No
T001410,33.29,0,Gas,369.4,Yes,2,No
T001411,89.13,10,Gas,136.9,Yes,2,No
T001412,15.38,14,Gas,16.3,Yes,7,Yes
T001413,117.75,13,Electronics,94.9,No,1,No
T001414,518.49,17,Electronics,128.6,No,2,No
T001415,93.62,14,Groceries,0.5,Yes,4,No
T001416,76.26,3,Online,177.8,Yes,1,No
T001417,15.1,23,Online,11.5,Yes,2,No
T001418,190.34,3,Travel,54.6,Yes,1,No
T001419,96.0,7,Electronics,177.1,Yes,3,No
T001420,68.34,5,Electronics,195.4,Yes,1,No
T001421,23.68,10,Groceries,142.7,No,1,Yes
T001422,72.95,3,Travel,1.1,No,2,No
T001423,11.66,11,Groceries,343.9,Yes,1,No
T001424,185.34,19,Groceries,55.6,No,4,No
T001425,65.52,16,Gas,337.1,Yes,3,No
T001426,44.38,8,Groceries,14.7,Yes,2,No
T001427,42.0,2,Travel,350.8,No,1,No
T001428,77.38,9,Gas,4.7,Yes,2,No
T001429,7.19,6,Electronics,2.6,No,1,No
T001430,84.02,8,Online,424.9,No,0,No
T001431,10.46,0,Groceries,417.5,No,3,No
T001432,61.74,19,Groceries,363.9,Yes,4,No
T001433,65.69,9,Travel,36.3,No,4,No
T001434,22.34,21,Travel,171.6,No,3,No
T001435,49.36,19,Travel,21.5,Yes,2,No
T001436,21.65,5,Travel,49.9,Yes,3,No
T001437,130.21,7,Gas,255.5,Yes,5,No
T001438,41.15,20,Electronics,199.4,Yes,1,No
T001439,14.9,3,Travel,120.8,No,1,Yes
T001440,24.26,16,Online,210.1,Yes,8,Yes
T001441,43.38,8,Groceries,469.2,Yes,0,No
T001442,57.17,20,Travel,146.4,Yes,2,No
T001443,58.24,15,Electronics,121.8,No,3,No
T001444,138.38,10,Online,213.5,Yes,1,No
T001445,411.87,2,Groceries,37.4,Yes,1,No
T001446,56.86,10,Electronics,86.4,Yes,5,No
T001447,27.02,7,Groceries,246.9,Yes,1,No
T001448,290.17,20,Gas,99.6,Yes,1,No
T001449,297.61,19,Online,168.8,Yes,1,No
T001450,23.99,14,Travel,463.0,Yes,0,No
T001451,549.14,10,Gas,394.5,Yes,2,No
T001452,41.49,17,Gas,266.4,Yes,3,No
T001453,128.71,9,Gas,319.3,Yes,1,No
T001454,7.65,6,Online,67.0,No,1,No
T001455,40.07,6,Groceries,113.8,No,2,No
T001456,174.28,21,Travel,21.9,Yes,0,No
T001457,12.73,11,Online,200.2,Yes,2,No
T001458,27.15,11,Gas,83.6,Yes,4,No
T001459,141.68,4,Travel,167.7,No,3,No
T001460,65.05,6,Travel,106.2,Yes,0,No
T001461,51.55,6,Travel,319.2,Yes,4,No
T001462,35.9,8,Travel,2.9,No,1,No
T001463,46.38,21,Groceries,96.9,Yes,1,No
T001464,296.68,19,Groceries,203.6,No,0,No
T001465,47.36,14,Gas,102.6,No,1,No
T001466,78.46,20,Groceries,12.6,Yes,4,No
T001467,114.21,6,Groceries,232.5,No,1,No
T001468,178.75,3,Groceries,6.4,No,2,No
T001469,22.74,8,Online,32.4,Yes,1,No
T001470,53.49,12,Travel,61.5,Yes,0,No
T001471,12.21,9,Electronics,24.8,Yes,0,No
T001472,119.69,15,Gas,620.9,Yes,2,Yes
T001473,8.76,0,Groceries,5.5,Yes,3,No
T001474,7.27,15,Electronics,194.1,Yes,2,No
T001475,37.54,10,Online,45.7,No,4,No
T001476,61.67,22,Gas,70.3,Yes,3,No
T001477,36.01,21,Online,128.8,Yes,1,No
T001478,61.93,4,Electronics,382.9,Yes,2,No
T001479,71.65,7,Electronics,189.1,Yes,0,No
T001480,10.11,20,Gas,337.1,Yes,2,No
T001481,206.26,22,Groceries,13.8,Yes,2,No
T001482,91.45,1,Electronics,227.4,Yes,1,No
T001483,93.9,18,Online,75.8,Yes,1,No
T001484,146.41,0,Groceries,15.2,No,0,No
T001485,239.32,6,Electronics,122.3,Yes,4,No
T001486,13.34,3,Electronics,294.7,Yes,0,No
T001487,47.13,14,Gas,12.0,No,2,No
T001488,40.24,7,Travel,182.6,Yes,1,No
T001489,21.85,15,Online,236.8,No,1,Yes
T001490,228.06,20,Online,60.4,Yes,1,No
T001491,768.46,12,Travel,36.4,Yes,2,No
T001492,103.25,1,Groceries,71.4,Yes,1,Yes
T001493,41.17,13,Groceries,12.2,No,2,No
T001494,62.11,4,Electronics,71.3,Yes,0,No
T001495,130.93,15,Online,25.1,No,1,No
T001496,63.84,10,Online,246.9,Yes,2,No
T001497,6.47,6,Gas,61.6,Yes,1,No
T001498,97.29,5,Gas,553.8,Yes,2,Yes
T001499,48.43,0,Electronics,410.8,Yes,1,No
T001500,169.43,16,Gas,286.1,Yes,0,No
T001501,167.91,5,Groceries,370.0,Yes,0,No
T001502,27.55,9,Groceries,7.7,No,2,No
T001503,337.13,0,Electronics,91.2,Yes,4,No
T001504,16.41,8,Online,171.7,Yes,2,No
T001505,39.06,16,Gas,141.1,No,2,No
T001506,8.05,22,Electronics,85.1,Yes,1,No
T001507,4.32,20,Gas,92.9,Yes,3,No
T001508,58.5,21,Electronics,29.4,Yes,3,No
T001509,261.44,19,Gas,298.1,Yes,1,No
T001510,11.36,8,Travel,61.6,Yes,4,No
T001511,47.52,17,Gas,205.1,Yes,2,No
T001512,129.38,18,Travel,118.5,Yes,4,No
T001513,11.26,3,Electronics,211.0,Yes,3,Yes
T001514,15.27,4,Online,51.7,No,4,No
T001515,151.06,4,Travel,389.0,Yes,0,No
T001516,32.16,10,Gas,228.6,Yes,2,No
T001517,32.63,6,Electronics,115.6,Yes,4,No
T001518,19.57,0,Travel,144.6,No,2,Yes
T001519,51.63,4,Electronics,256.0,No,2,No
T001520,57.83,15,Groceries,162.5,No,2,No
T001521,29.85,21,Online,134.1,Yes,2,No
T001522,249.33,12,Gas,281.8,No,4,No
T001523,48.84,21,Groceries,148.0,No,4,No
T001524,24.94,20,Gas,72.0,Yes,0,No
T001525,150.71,22,Electronics,93.1,Yes,2,No
T001526,59.82,15,Electronics,14.9,No,0,No
T001527,84.34,12,Electronics,72.3,Yes,1,No
T001528,37.73,14,Electronics,180.2,Yes,3,No
T001529,68.94,17,Travel,99.4,Yes,3,No
T001530,117.45,16,Travel,56.7,Yes,3,No
T001531,8.71,10,Groceries,98.3,Yes,1,No
T001532,48.35,21,Groceries,209.5,Yes,2,No
T001533,27.86,19,Electronics,242.3,Yes,1,No
T001534,7.77,7,Groceries,22.5,No,1,No
T001535,295.37,17,Online,148.2,No,3,Yes
T001536,46.66,20,Gas,134.4,Yes,0,No
T001537,233.82,22,Groceries,170.4,Yes,5,No
T001538,33.0,11,Online,24.6,Yes,4,No
T001539,117.14,5,Online,169.4,No,3,No
T001540,41.07,19,Travel,186.6,Yes,2,No
T001541,34.64,7,Gas,282.6,No,2,No
T001542,8.76,11,Travel,515.8,No,2,No
T001543,91.55,11,Gas,113.8,Yes,4,No
T001544,84.67,23,Travel,168.7,Yes,4,No
T001545,31.33,12,Electronics,499.4,No,2,No
T001546,54.06,13,Gas,296.9,Yes,2,No
T001547,157.55,12,Online,377.3,Yes,2,No
T001548,53.13,7,Gas,210.3,Yes,2,No
T001549,138.87,23,Groceries,204.0,Yes,2,No
T001550,5.98,20,Travel,356.5,No,6,Yes
T001551,50.96,1,Electronics,190.4,No,3,No
T001552,53.0,0,Online,203.4,No,1,No
T001553,39.07,14,Online,105.6,No,3,No
T001554,66.76,16,Gas,40.3,Yes,0,No
T001555,30.09,17,Gas,72.1,Yes,1,No
T001556,65.43,13,Travel,88.1,Yes,4,No
T001557,78.38,12,Online,21.4,Yes,1,No
T001558,116.64,4,Online,27.8,Yes,1,No
T001559,275.44,9,Gas,134.3,No,5,No
T001560,27.04,21,Gas,40.3,Yes,2,No
T001561,233.31,13,Gas,45.4,No,3,No
T001562,9.84,23,Travel,287.1,Yes,3,No
T001563,21.25,22,Gas,240.7,Yes,3,No
T001564,104.58,4,Gas,173.5,Yes,4,Yes
T001565,494.38,6,Groceries,377.5,Yes,4,No
T001566,34.72,9,Electronics,333.1,No,5,No
T001567,38.2,23,Groceries,67.0,Yes,2,No
T001568,84.0,4,Gas,114.1,Yes,2,No
T001569,86.03,17,Electronics,79.6,Yes,2,No
T001570,42.78,13,Travel,68.9,Yes,1,No
T001571,41.71,18,Gas,78.6,Yes,3,No
T001572,16.34,16,Electronics,223.4,Yes,2,No
T001573,101.29,23,Online,99.5,Yes,3,No
T001574,71.88,7,Online,22.3,Yes,1,No
T001575,15.54,10,Gas,82.2,No,2,No
T001576,45.69,22,Groceries,258.1,Yes,2,No
T001577,166.09,15,Electronics,454.1,No,0,No
T001578,225.98,21,Gas,10.4,Yes,0,No
T001579,246.64,7,Gas,209.4,No,0,No
T001580,97.54,13,Travel,200.7,Yes,0,No
T001581,143.67,15,Online,324.6,Yes,1,No
T001582,56.11,13,Groceries,383.4,Yes,3,No
T001583,24.52,16,Travel,134.1,Yes,1,No
T001584,140.97,2,Electronics,9.1,No,3,No
T001585,12.02,3,Electronics,214.0,Yes,2,No
T001586,52.92,6,Electronics,11.7,Yes,1,No
T001587,62.62,20,Groceries,11.1,Yes,2,No
T001588,72.81,13,Online,546.6,No,4,No
T001589,29.99,7,Electronics,84.7,Yes,2,No
T001590,50.78,19,Online,24.9,Yes,0,No
T001591,252.76,16,Electronics,69.9,Yes,3,No
T001592,216.53,19,Groceries,55.9,Yes,3,No
T001593,124.65,4,Groceries,242.2,Yes,5,No
T001594,37.52,17,Travel,218.5,No,2,Yes
T001595,130.45,5,Groceries,60.7,Yes,5,No
T001596,95.32,5,Online,295.9,Yes,4,No
T001597,184.35,20,Groceries,166.4,No,3,No
T001598,12.49,13,Groceries,275.4,Yes,0,No
T001599,21.17,9,Groceries,73.6,Yes,1,No
T001600,87.27,7,Electronics,52.5,Yes,1,No
T001601,37.15,10,Groceries,14.6,Yes,3,No
T001602,14.98,8,Online,95.4,No,2,No
T001603,116.1,11,Gas,45.7,Yes,1,No
T001604,78.94,3,Groceries,189.8,Yes,3,No
T001605,7.46,23,Groceries,242.2,Yes,2,No
T001606,145.33,23,Groceries,1.6,Yes,2,No
T001607,103.91,1,Gas,71.5,Yes,4,No
T001608,44.74,6,Online,115.8,No,1,Yes
T001609,53.08,5,Travel,264.2,Yes,1,No
T001610,195.14,18,Electronics,257.9,Yes,1,No
T001611,32.43,8,Travel,72.8,Yes,3,No
T001612,56.88,15,Online,103.7,No,5,No
T001613,130.36,6,Travel,7.7,No,2,No
T001614,88.57,8,Travel,124.6,No,4,No
T001615,134.59,21,Groceries,9.5,Yes,2,No
T001616,217.4,0,Groceries,379.4,Yes,1,No
T001617,29.29,14,Groceries,457.5,Yes,3,No
T001618,113.16,13,Online,83.9,Yes,1,Yes
T001619,73.15,8,Electronics,72.8,No,2,No
T001620,120.12,20,Groceries,85.8,No,5,No
T001621,135.47,1,Groceries,237.6,No,2,No
