lead_id,company_size,industry,page_views_30d,demo_attended,email_opens_30d,sales_calls,days_in_pipeline,Converted
L01046,11-50,Healthcare,13,No,5,1,12,No
L01047,11-50,Retail,9,No,6,4,73,No
L01048,11-50,Retail,11,No,4,4,2,Yes
L01049,1-10,Tech,10,Yes,11,0,54,No
L01050,1-10,Healthcare,17,No,4,0,22,No
L01051,201-1000,Retail,13,No,6,2,8,No
L01052,11-50,Retail,16,No,2,2,73,Yes
L01053,11-50,Manufacturing,11,No,4,3,68,No
L01054,201-1000,Manufacturing,7,No,4,3,11,Yes
L01055,11-50,Finance,12,No,2,2,8,No
L01056,11-50,Healthcare,11,No,3,0,62,No
L01057,11-50,Tech,7,No,2,2,56,No
L01058,1-10,Healthcare,8,No,3,0,37,No
L01059,1-10,Manufacturing,6,Yes,3,1,15,No
L01060,11-50,Retail,11,Yes,6,2,5,Yes
L01061,11-50,Healthcare,14,Yes,3,1,33,No
L01062,1-10,Finance,7,No,5,0,49,No
L01063,1-10,Tech,20,No,3,2,34,No
L01064,51-200,Retail,8,No,2,0,11,No
L01065,51-200,Manufacturing,9,No,5,4,28,No
L01066,11-50,Healthcare,11,Yes,6,0,39,No
L01067,1-10,Tech,21,No,7,2,50,No
L01068,51-200,Healthcare,7,No,5,0,26,No
L01069,1-10,Finance,7,No,6,3,54,No
L01070,51-200,Manufacturing,14,No,8,2,70,Yes
L01071,1-10,Healthcare,9,Yes,9,4,70,Yes
L01072,201-1000,Finance,14,No,12,0,69,No
L01073,51-200,Tech,19,Yes,4,0,46,No
L01074,11-50,Manufacturing,14,No,5,3,63,No
L01075,11-50,Tech,11,No,10,1,29,No
L01076,11-50,Finance,8,No,6,2,52,No
L01077,51-200,Manufacturing,16,No,3,1,62,No
L01078,11-50,Healthcare,17,Yes,5,2,46,No
L01079,51-200,Manufacturing,11,No,5,3,32,No
L01080,1-10,Tech,9,No,3,3,77,No
L01081,11-50,Tech,10,No,4,1,60,No
L01082,51-200,Finance,10,No,4,5,41,No
L01083,11-50,Healthcare,11,Yes,1,2,65,Yes
L01084,201-1000,Tech,14,No,4,1,4,No
L01085,11-50,Manufacturing,12,No,5,3,27,Yes
L01086,11-50,Manufacturing,12,No,2,3,87,Yes
L01087,51-200,Manufacturing,12,No,7,1,36,Yes
L01088,11-50,Retail,14,No,8,1,41,No
L01089,11-50,Healthcare,8,No,8,1,24,No
L01090,11-50,Finance,19,Yes,3,4,78,Yes
L01091,51-200,Finance,15,No,6,2,29,No
L01092,1-10,Manufacturing,13,No,5,3,53,No
L01093,51-200,Finance,15,No,3,3,7,Yes
L01094,11-50,Manufacturing,16,Yes,5,1,7,No
L01095,11-50,Retail,9,Yes,8,1,18,No
L01096,11-50,Manufacturing,15,Yes,4,2,31,Yes
L01097,201-1000,Healthcare,12,No,2,0,86,No
L01098,201-1000,Tech,13,No,2,2,25,No
L01099,11-50,Healthcare,9,Yes,4,1,83,Yes
L01100,11-50,Retail,15,Yes,6,4,21,No
L01101,201-1000,Healthcare,10,Yes,6,1,66,Yes
L01102,1-10,Healthcare,15,No,3,1,36,No
L01103,1-10,Manufacturing,13,Yes,3,2,30,No
L01104,11-50,Manufacturing,15,No,6,1,71,No
L01105,11-50,Retail,12,No,9,1,73,No
L01106,1-10,Tech,8,Yes,5,3,78,No
L01107,1-10,Finance,12,Yes,2,3,79,Yes
L01108,1-10,Healthcare,18,No,6,0,69,No
L01109,1-10,Tech,11,No,2,2,65,No
L01110,1-10,Retail,13,No,0,1,84,No
L01111,1-10,Healthcare,8,No,5,1,52,No
L01112,1-10,Finance,10,Yes,5,1,4,Yes
L01113,11-50,Tech,10,No,4,3,13,No
L01114,1-10,Retail,13,Yes,4,2,26,Yes
L01115,51-200,Retail,11,No,9,2,28,Yes
L01116,11-50,Retail,12,No,5,2,21,No
L01117,1-10,Finance,6,No,9,1,43,No
L01118,51-200,Tech,10,No,4,4,36,No
L01119,51-200,Tech,15,No,7,2,16,Yes
L01120,11-50,Healthcare,13,No,3,4,45,No
L01121,1-10,Healthcare,8,No,2,1,67,No
L01122,51-200,Tech,13,No,6,1,58,No
L01123,51-200,Retail,11,No,4,1,11,Yes
L01124,51-200,Retail,15,No,2,2,17,No
L01125,51-200,Healthcare,14,No,3,3,50,No
L01126,11-50,Manufacturing,14,No,6,1,89,No
L01127,11-50,Manufacturing,15,Yes,8,3,8,Yes
L01128,1-10,Finance,10,No,7,1,37,No
L01129,1-10,Finance,12,No,5,0,25,No
L01130,51-200,Tech,10,No,2,1,24,No
L01131,11-50,Tech,9,No,4,0,2,No
L01132,1-10,Healthcare,12,Yes,7,0,88,Yes
L01133,1-10,Manufacturing,10,No,6,1,69,No
L01134,1-10,Finance,13,No,9,0,82,No
L01135,51-200,Tech,15,Yes,4,4,79,Yes
L01136,1-10,Tech,16,No,3,3,10,No
L01137,1-10,Healthcare,14,No,5,5,77,Yes
L01138,11-50,Retail,10,No,3,1,54,No
L01139,11-50,Manufacturing,12,No,7,2,41,Yes
L01140,51-200,Retail,13,No,5,1,47,No
L01141,11-50,Tech,12,No,5,0,50,No
L01142,11-50,Tech,9,Yes,3,3,3,Yes
L01143,201-1000,Retail,10,No,4,3,86,Yes
L01144,51-200,Tech,8,No,10,4,52,Yes
L01145,1-10,Finance,5,No,4,1,81,Yes
L01146,1-10,Healthcare,10,No,4,1,26,No
L01147,11-50,Healthcare,17,No,2,2,10,Yes
L01148,1-10,Healthcare,16,No,6,2,61,No
L01149,51-200,Tech,12,No,3,4,15,Yes
L01150,51-200,Tech,8,Yes,10,0,75,No
L01151,1-10,Finance,10,Yes,9,2,32,No
L01152,201-1000,Healthcare,11,No,4,3,42,No
L01153,11-50,Manufacturing,7,Yes,4,0,9,No
L01154,1-10,Retail,12,No,4,2,89,No
L01155,11-50,Retail,12,No,6,1,49,No
L01156,51-200,Healthcare,12,Yes,7,2,40,Yes
L01157,51-200,Retail,12,Yes,5,1,28,Yes
L01158,201-1000,Healthcare,12,No,3,1,81,No
L01159,201-1000,Healthcare,14,No,0,1,32,No
L01160,11-50,Manufacturing,13,Yes,6,2,84,Yes
L01161,11-50,Healthcare,10,Yes,4,5,57,Yes
L01162,1-10,Retail,8,No,7,1,64,No
L01163,11-50,Retail,13,No,9,2,27,No
L01164,1-10,Retail,11,Yes,7,2,58,No
L01165,1-10,Tech,19,Yes,9,3,34,Yes
L01166,51-200,Manufacturing,11,No,6,2,43,No
L01167,1-10,Healthcare,14,No,6,0,27,No
L01168,1-10,Manufacturing,8,Yes,3,1,83,No
L01169,51-200,Finance,17,No,3,1,14,No
L01170,11-50,Manufacturing,10,Yes,5,4,60,No
L01171,11-50,Healthcare,11,No,3,4,7,No
L01172,51-200,Tech,13,No,7,1,19,Yes
L01173,1-10,Finance,11,No,7,3,67,No
L01174,1-10,Healthcare,8,Yes,9,2,85,Yes
L01175,11-50,Tech,14,No,5,2,57,Yes
L01176,1-10,Manufacturing,14,Yes,6,1,21,No
L01177,51-200,Manufacturing,9,No,6,4,86,Yes
L01178,201-1000,Healthcare,15,Yes,5,2,71,Yes
L01179,51-200,Retail,5,No,4,5,66,No
L01180,51-200,Healthcare,8,Yes,5,3,85,Yes
L01181,1-10,Tech,11,No,5,0,59,No
L01182,11-50,Tech,10,No,2,3,58,Yes
L01183,201-1000,Retail,18,No,4,1,42,Yes
L01184,51-200,Healthcare,15,No,4,2,87,No
L01185,11-50,Healthcare,14,No,7,1,60,Yes
L01186,51-200,Manufacturing,12,No,3,0,63,No
L01187,1-10,Healthcare,7,Yes,8,5,76,Yes
L01188,1-10,Healthcare,9,No,3,2,13,No
L01189,1-10,Tech,18,Yes,7,3,8,Yes
L01190,201-1000,Retail,13,No,4,3,77,Yes
L01191,1-10,Tech,15,Yes,4,0,50,No
L01192,201-1000,Retail,5,Yes,10,3,19,Yes
L01193,1-10,Finance,11,No,6,2,27,No
L01194,51-200,Healthcare,12,Yes,1,2,19,Yes
L01195,11-50,Finance,8,No,5,3,42,No
L01196,1-10,Tech,11,Yes,8,4,1,No
L01197,51-200,Finance,11,Yes,6,2,54,Yes
L01198,51-200,Tech,11,Yes,8,2,29,Yes
L01199,51-200,Retail,10,No,5,2,56,No
L01200,51-200,Healthcare,9,No,9,1,89,No
L01201,51-200,Finance,10,No,5,3,11,No
L01202,51-200,Tech,18,No,3,3,65,No
L01203,11-50,Finance,15,Yes,7,0,1,Yes
L01204,201-1000,Retail,14,Yes,5,5,47,Yes
L01205,11-50,Healthcare,15,No,8,1,62,No
L01206,1-10,Finance,16,No,2,2,66,No
L01207,201-1000,Finance,15,No,8,4,39,Yes
L01208,1-10,Healthcare,14,No,7,5,44,No
L01209,11-50,Tech,9,No,3,3,7,No
L01210,51-200,Retail,15,Yes,5,3,24,Yes
L01211,51-200,Finance,11,Yes,5,3,4,Yes
L01212,11-50,Tech,9,No,5,2,42,No
L01213,1-10,Retail,9,Yes,4,2,59,No
L01214,11-50,Finance,6,Yes,4,5,75,Yes
L01215,11-50,Tech,12,No,0,3,14,No
L01216,51-200,Retail,8,No,4,4,24,No
L01217,1-10,Manufacturing,11,No,6,3,82,Yes
L01218,51-200,Retail,16,No,4,1,26,No
L01219,51-200,Manufacturing,11,No,6,4,22,No
L01220,51-200,Healthcare,16,Yes,1,2,67,Yes
L01221,51-200,Finance,10,Yes,5,2,48,Yes
L01222,51-200,Retail,13,No,4,1,26,No
L01223,11-50,Healthcare,8,No,12,4,37,Yes
L01224,51-200,Healthcare,18,Yes,4,3,47,Yes
L01225,1-10,Retail,16,No,6,0,54,Yes
L01226,51-200,Manufacturing,10,Yes,4,6,2,Yes
L01227,51-200,Manufacturing,21,Yes,5,3,48,Yes
L01228,51-200,Retail,8,Yes,5,5,87,Yes
L01229,1-10,Retail,10,Yes,2,0,66,Yes
L01230,11-50,Manufacturing,13,Yes,4,3,25,Yes
L01231,201-1000,Healthcare,10,No,2,1,33,No
L01232,51-200,Manufacturing,6,No,6,5,45,No
L01233,1-10,Manufacturing,10,No,5,2,4,No
L01234,11-50,Manufacturing,9,No,8,1,18,No
L01235,51-200,Tech,6,Yes,2,3,25,No
L01236,51-200,Manufacturing,8,No,5,3,45,No
L01237,11-50,Tech,14,Yes,5,2,55,Yes
L01238,1-10,Tech,18,Yes,4,0,43,Yes
L01239,1-10,Healthcare,18,Yes,6,1,46,No
L01240,1-10,Retail,13,No,2,1,69,No
L01241,1-10,Retail,15,Yes,7,4,3,Yes
L01242,1-10,Tech,18,No,5,3,76,Yes
L01243,51-200,Manufacturing,12,No,4,1,67,No
L01244,51-200,Manufacturing,12,No,7,7,40,No
L01245,11-50,Tech,11,No,6,1,2,No
L01246,51-200,Finance,10,Yes,10,1,68,Yes
L01247,1-10,Manufacturing,8,Yes,10,1,23,No
L01248,1-10,Healthcare,8,No,6,0,65,No
L01249,11-50,Healthcare,16,No,5,2,64,No
L01250,11-50,Tech,5,No,5,4,9,Yes
L01251,1-10,Retail,15,No,7,1,70,No
L01252,201-1000,Finance,14,Yes,7,1,5,No
L01253,11-50,Tech,11,No,3,1,54,No
L01254,11-50,Tech,10,Yes,5,0,64,No
L01255,11-50,Healthcare,18,Yes,3,3,77,No
L01256,11-50,Tech,8,No,8,0,72,No
L01257,1-10,Tech,13,No,6,2,45,No
L01258,11-50,Healthcare,10,Yes,6,1,74,Yes
L01259,11-50,Healthcare,6,No,7,1,79,No
L01260,11-50,Tech,13,Yes,5,3,24,No
L01261,11-50,Retail,12,No,3,3,66,No
L01262,1-10,Healthcare,14,Yes,4,0,61,No
L01263,11-50,Manufacturing,15,No,2,0,4,No
L01264,201-1000,Manufacturing,16,No,4,2,64,Yes
L01265,201-1000,Finance,11,No,7,2,63,Yes
L01266,51-200,Healthcare,9,No,3,2,75,Yes
L01267,1-10,Manufacturing,13,No,2,3,40,No
L01268,1-10,Finance,5,No,7,3,53,No
L01269,1-10,Manufacturing,10,No,4,0,74,No
L01270,51-200,Retail,13,No,4,0,79,No
L01271,1-10,Healthcare,8,No,5,3,62,No
L01272,1-10,Retail,16,No,6,1,59,No
L01273,1-10,Manufacturing,8,No,6,3,21,Yes
L01274,51-200,Tech,11,No,6,1,64,No
L01275,11-50,Manufacturing,15,Yes,5,4,72,Yes
L01276,51-200,Healthcare,21,Yes,6,2,72,Yes
L01277,1-10,Tech,12,Yes,2,2,80,Yes
L01278,1-10,Tech,8,No,3,4,55,Yes
L01279,51-200,Manufacturing,16,No,3,1,62,No
L01280,1-10,Manufacturing,17,Yes,5,2,65,Yes
L01281,51-200,Manufacturing,13,No,2,1,26,No
L01282,11-50,Retail,17,No,7,3,72,Yes
L01283,1-10,Retail,18,Yes,5,2,43,Yes
L01284,1-10,Finance,13,Yes,2,1,35,No
L01285,51-200,Retail,13,No,7,2,36,No
L01286,1-10,Healthcare,9,No,7,3,13,Yes
L01287,201-1000,Finance,10,No,3,2,28,No
L01288,1-10,Finance,17,No,2,3,5,No
L01289,1-10,Manufacturing,7,No,8,2,12,No
L01290,11-50,Healthcare,15,No,4,1,76,No
L01291,1-10,Finance,11,Yes,1,5,57,Yes
L01292,201-1000,Healthcare,10,No,6,3,63,No
L01293,11-50,Healthcare,9,No,4,1,27,No
L01294,1-10,Manufacturing,10,No,7,3,19,No
L01295,1-10,Retail,16,Yes,3,3,21,No
L01296,11-50,Retail,11,No,2,2,35,Yes
L01297,51-200,Manufacturing,17,Yes,3,1,80,Yes
L01298,1-10,Tech,14,Yes,3,1,4,No
L01299,11-50,Healthcare,11,Yes,5,1,63,Yes
L01300,11-50,Retail,8,No,2,2,85,No
L01301,51-200,Manufacturing,11,No,8,1,54,No
L01302,51-200,Manufacturing,11,No,6,1,12,No
L01303,11-50,Retail,9,No,6,2,33,No
L01304,11-50,Finance,10,Yes,8,0,31,Yes
L01305,51-200,Finance,14,No,1,1,65,No
L01306,201-1000,Tech,7,No,4,1,27,No
L01307,11-50,Tech,13,Yes,3,0,43,No
L01308,201-1000,Finance,14,Yes,4,5,24,Yes
L01309,1-10,Healthcare,18,Yes,4,3,71,Yes
L01310,51-200,Retail,14,No,3,5,38,No
L01311,201-1000,Tech,12,Yes,9,2,25,Yes
L01312,11-50,Finance,12,Yes,4,2,33,No
L01313,51-200,Healthcare,10,No,11,2,61,Yes
L01314,1-10,Tech,9,No,4,1,53,No
L01315,51-200,Manufacturing,7,No,5,9,84,Yes
L01316,51-200,Finance,10,No,4,1,8,No
L01317,11-50,Tech,20,No,3,8,24,No
L01318,11-50,Retail,8,No,5,0,12,No
L01319,1-10,Manufacturing,15,No,4,1,57,Yes
L01320,51-200,Finance,11,No,4,0,63,Yes
L01321,11-50,Healthcare,18,No,7,2,45,Yes
L01322,11-50,Manufacturing,8,No,4,2,54,Yes
L01323,1-10,Tech,15,No,5,1,78,No
L01324,11-50,Manufacturing,16,Yes,5,2,72,Yes
L01325,1-10,Retail,8,No,5,1,68,No
L01326,51-200,Manufacturing,13,No,6,3,46,No
L01327,1-10,Retail,13,No,3,2,88,No
L01328,1-10,Manufacturing,20,No,2,4,26,No
L01329,1-10,Finance,18,Yes,4,1,3,No
L01330,11-50,Finance,12,Yes,3,1,85,No
L01331,51-200,Healthcare,12,No,6,1,7,No
L01332,1-10,Healthcare,14,No,3,1,52,No
L01333,11-50,Manufacturing,13,No,3,3,61,No
L01334,1-10,Retail,11,Yes,4,1,86,Yes
L01335,11-50,Manufacturing,11,Yes,5,1,59,Yes
L01336,1-10,Manufacturing,13,No,9,1,20,No
L01337,1-10,Retail,9,No,4,2,81,No
L01338,11-50,Manufacturing,18,No,4,1,80,No
L01339,11-50,Finance,11,Yes,4,1,34,Yes
L01340,1-10,Healthcare,8,No,9,4,36,No
L01341,11-50,Manufacturing,11,No,6,3,40,No
L01342,1-10,Healthcare,12,No,4,3,46,No
L01343,201-1000,Finance,9,No,2,3,48,Yes
L01344,1-10,Healthcare,9,No,3,2,53,No
L01345,201-1000,Tech,16,No,4,1,56,Yes
L01346,1-10,Finance,12,No,6,1,63,No
L01347,201-1000,Tech,10,No,1,0,43,No
L01348,1-10,Manufacturing,13,No,3,2,17,No
L01349,1-10,Healthcare,14,Yes,5,6,10,Yes
L01350,1-10,Retail,5,Yes,3,3,52,Yes
L01351,51-200,Retail,11,No,5,1,23,No
L01352,1-10,Healthcare,10,Yes,8,3,71,Yes
L01353,1-10,Retail,16,No,7,3,59,No
L01354,51-200,Retail,12,No,6,0,65,No
L01355,1-10,Tech,13,No,3,3,44,No
L01356,11-50,Tech,11,Yes,6,7,43,Yes
L01357,11-50,Retail,15,Yes,3,3,51,Yes
L01358,1-10,Tech,9,Yes,6,2,76,No
L01359,201-1000,Retail,12,Yes,4,3,84,No
L01360,11-50,Tech,15,No,9,4,41,No
L01361,1-10,Retail,9,Yes,6,3,25,Yes
L01362,51-200,Manufacturing,10,Yes,4,1,67,No
L01363,51-200,Manufacturing,19,No,6,3,61,Yes
L01364,1-10,Tech,10,No,2,1,20,No
L01365,1-10,Tech,8,Yes,4,3,72,Yes
L01366,201-1000,Healthcare,18,No,4,1,17,No
L01367,11-50,Manufacturing,15,Yes,5,1,80,Yes
L01368,11-50,Manufacturing,14,No,2,0,55,No
L01369,11-50,Manufacturing,13,No,5,2,78,No
L01370,51-200,Tech,16,Yes,8,2,78,No
L01371,11-50,Healthcare,8,Yes,5,0,40,Yes
L01372,51-200,Finance,8,Yes,1,0,66,No
L01373,11-50,Retail,20,Yes,4,1,8,No
L01374,1-10,Retail,11,No,3,5,1,Yes
L01375,11-50,Retail,16,No,4,0,48,No
L01376,51-200,Tech,18,No,4,0,14,No
L01377,11-50,Retail,11,No,5,2,14,Yes
L01378,11-50,Healthcare,15,No,9,2,64,No
L01379,1-10,Retail,10,Yes,5,3,33,Yes
L01380,51-200,Manufacturing,15,No,9,2,80,Yes
L01381,11-50,Healthcare,17,No,8,0,8,No
L01382,11-50,Retail,6,Yes,2,1,54,Yes
L01383,11-50,Tech,9,No,4,1,70,No
L01384,11-50,Retail,13,No,3,1,57,Yes
L01385,11-50,Healthcare,13,Yes,2,2,49,No
L01386,1-10,Retail,15,Yes,5,3,15,Yes
L01387,11-50,Tech,10,No,6,4,2,No
L01388,1-10,Finance,11,No,6,5,51,No
L01389,1-10,Healthcare,12,No,9,1,27,No
L01390,11-50,Healthcare,18,Yes,5,2,10,Yes
L01391,51-200,Tech,11,No,8,2,78,Yes
L01392,11-50,Tech,15,No,7,0,43,Yes
L01393,11-50,Retail,8,No,8,2,71,Yes
L01394,51-200,Healthcare,14,No,4,1,23,No
L01395,51-200,Tech,8,Yes,3,1,39,No
L01396,51-200,Healthcare,12,No,8,1,69,Yes
L01397,11-50,Retail,20,Yes,4,2,82,Yes
L01398,11-50,Healthcare,12,Yes,5,1,53,No
L01399,1-10,Tech,16,No,2,0,79,Yes
L01400,1-10,Tech,14,No,5,1,47,No
L01401,1-10,Finance,7,No,3,0,41,No
L01402,1-10,Tech,10,Yes,3,5,37,No
L01403,11-50,Retail,18,Yes,7,3,84,Yes
L01404,11-50,Tech,9,No,11,4,51,Yes
L01405,1-10,Healthcare,21,No,2,1,71,No
L01406,51-200,Finance,11,Yes,5,2,5,No
L01407,11-50,Finance,6,Yes,3,2,81,Yes
L01408,11-50,Manufacturing,12,No,3,1,50,No
L01409,1-10,Manufacturing,12,No,6,4,53,No
L01410,51-200,Retail,12,No,4,2,46,Yes
L01411,1-10,Healthcare,14,No,4,2,74,Yes
L01412,1-10,Tech,14,Yes,3,2,45,No
L01413,11-50,Finance,10,No,2,2,34,Yes
L01414,11-50,Healthcare,8,No,4,3,58,Yes
L01415,11-50,Finance,11,No,5,4,89,No
L01416,201-1000,Finance,9,No,2,1,7,No
L01417,1-10,Manufacturing,7,No,3,1,87,No
L01418,51-200,Retail,11,No,5,5,84,Yes
L01419,11-50,Manufacturing,21,Yes,2,3,54,No
L01420,51-200,Retail,16,Yes,6,2,75,Yes
L01421,51-200,Tech,18,Yes,8,2,10,Yes
L01422,51-200,Finance,15,No,3,2,69,Yes
L01423,51-200,Manufacturing,11,Yes,4,2,11,Yes
L01424,51-200,Manufacturing,6,No,1,1,31,No
L01425,1-10,Retail,18,No,6,1,83,No
L01426,11-50,Tech,11,Yes,3,3,80,No
L01427,51-200,Manufacturing,9,Yes,10,1,26,Yes
L01428,51-200,Finance,13,No,1,3,70,Yes
L01429,201-1000,Healthcare,10,Yes,2,5,64,Yes
L01430,11-50,Finance,10,Yes,6,1,61,No
L01431,1-10,Retail,12,Yes,6,3,18,Yes
L01432,51-200,Tech,12,No,4,1,1,No
L01433,1-10,Healthcare,4,No,5,3,86,Yes
L01434,51-200,Tech,8,Yes,4,2,33,Yes
L01435,1-10,Healthcare,9,Yes,6,5,42,Yes
L01436,11-50,Retail,15,Yes,11,2,23,Yes
L01437,11-50,Tech,12,No,4,2,12,No
L01438,1-10,Tech,17,No,4,2,82,No
L01439,11-50,Tech,19,No,8,1,10,Yes
L01440,1-10,Tech,13,No,8,1,2,No
L01441,51-200,Retail,17,No,3,3,42,No
L01442,51-200,Finance,8,No,2,2,29,Yes
L01443,11-50,Finance,13,No,3,2,47,No
L01444,11-50,Healthcare,16,Yes,8,3,71,Yes
L01445,201-1000,Retail,11,Yes,6,0,39,No
L01446,1-10,Manufacturing,18,No,5,3,80,No
L01447,51-200,Tech,10,Yes,5,3,13,Yes
L01448,1-10,Healthcare,11,No,7,2,5,Yes
L01449,11-50,Finance,12,No,2,2,75,No
L01450,1-10,Retail,18,No,4,2,35,Yes
L01451,1-10,Manufacturing,5,Yes,3,4,30,Yes
L01452,201-1000,Manufacturing,13,No,6,1,52,No
L01453,1-10,Manufacturing,11,No,1,4,43,No
L01454,201-1000,Retail,8,No,1,3,69,Yes
L01455,51-200,Healthcare,11,No,4,0,68,No
L01456,51-200,Healthcare,17,No,4,1,17,No
L01457,51-200,Healthcare,6,Yes,2,2,35,Yes
L01458,201-1000,Finance,11,No,6,2,37,No
L01459,1-10,Manufacturing,12,Yes,10,3,30,Yes
L01460,201-1000,Tech,6,No,4,3,78,Yes
L01461,11-50,Manufacturing,18,No,2,4,7,Yes
L01462,1-10,Manufacturing,14,Yes,4,3,72,Yes
L01463,201-1000,Tech,13,No,2,2,3,Yes
L01464,1-10,Healthcare,9,No,5,5,10,No
L01465,11-50,Tech,16,No,7,5,28,Yes
L01466,51-200,Manufacturing,7,Yes,1,1,86,Yes
L01467,1-10,Healthcare,7,No,3,3,21,No
L01468,51-200,Retail,3,Yes,3,0,86,No
L01469,11-50,Healthcare,10,No,5,2,72,No
L01470,51-200,Finance,14,Yes,6,1,5,Yes
L01471,1-10,Retail,12,Yes,8,4,80,Yes
L01472,51-200,Finance,12,Yes,5,2,78,No
L01473,51-200,Healthcare,11,Yes,8,2,34,Yes
L01474,1-10,Finance,13,Yes,4,1,36,Yes
L01475,201-1000,Finance,10,No,8,2,12,Yes
L01476,201-1000,Healthcare,12,No,7,0,32,Yes
L01477,11-50,Finance,10,Yes,4,2,56,No
L01478,201-1000,Manufacturing,11,Yes,4,3,76,Yes
L01479,201-1000,Finance,5,No,2,2,27,No
L01480,1-10,Retail,13,No,4,4,3,No
L01481,51-200,Finance,16,No,6,0,29,Yes
L01482,201-1000,Finance,8,No,6,1,69,No
L01483,51-200,Retail,20,No,4,0,67,No
L01484,1-10,Finance,15,No,4,3,35,No
L01485,11-50,Manufacturing,9,No,2,2,17,Yes
L01486,11-50,Retail,9,No,4,4,72,No
L01487,11-50,Tech,17,Yes,5,0,72,No
L01488,11-50,Finance,10,No,3,3,78,No
L01489,1-10,Retail,18,No,6,3,85,No
L01490,1-10,Tech,14,No,4,2,9,Yes
L01491,11-50,Manufacturing,19,No,5,1,74,No
L01492,11-50,Retail,13,No,3,3,11,No
L01493,11-50,Retail,14,Yes,3,4,50,Yes
L01494,201-1000,Healthcare,12,No,7,1,86,No
L01495,1-10,Healthcare,15,Yes,4,2,26,Yes
L01496,11-50,Finance,16,No,2,0,82,No
L01497,51-200,Manufacturing,12,Yes,2,0,66,Yes
L01498,51-200,Retail,14,No,8,2,19,No
L01499,1-10,Manufacturing,13,No,2,1,58,No
L01500,51-200,Finance,9,Yes,8,1,78,Yes
L01501,1-10,Retail,10,No,1,2,77,No
L01502,201-1000,Manufacturing,17,No,10,3,58,No
L01503,1-10,Healthcare,9,No,4,5,4,No
L01504,11-50,Retail,14,No,3,2,19,No
L01505,11-50,Finance,6,No,8,3,85,No
L01506,11-50,Manufacturing,11,No,4,3,20,No
L01507,1-10,Manufacturing,12,No,4,3,43,No
L01508,11-50,Healthcare,14,Yes,6,1,88,Yes
L01509,1-10,Retail,18,Yes,9,2,22,Yes
L01510,11-50,Manufacturing,7,No,1,5,39,No
L01511,11-50,Retail,10,Yes,2,5,82,Yes
L01512,11-50,Healthcare,8,No,6,3,84,Yes
L01513,11-50,Retail,16,Yes,3,0,80,Yes
L01514,51-200,Tech,11,No,7,3,57,Yes
L01515,201-1000,Tech,8,Yes,3,0,38,Yes
L01516,11-50,Tech,20,No,5,2,55,Yes
L01517,11-50,Healthcare,7,Yes,3,2,25,No
L01518,11-50,Tech,13,Yes,7,0,17,No
L01519,11-50,Retail,10,Yes,5,1,7,Yes
L01520,11-50,Retail,15,Yes,9,2,55,No
L01521,1-10,Retail,9,No,4,1,34,No
L01522,11-50,Tech,17,No,8,6,58,No
L01523,1-10,Manufacturing,12,Yes,3,2,78,Yes
L01524,51-200,Retail,15,Yes,7,2,83,No
L01525,51-200,Tech,13,No,3,2,9,Yes
L01526,51-200,Retail,9,No,4,2,23,No
L01527,51-200,Finance,11,Yes,5,2,6,No
L01528,1-10,Manufacturing,9,No,5,1,87,No
L01529,1-10,Retail,19,No,6,2,33,Yes
L01530,1-10,Healthcare,5,No,1,2,20,Yes
L01531,11-50,Manufacturing,11,No,6,4,3,Yes
L01532,1-10,Healthcare,19,Yes,5,0,38,Yes
L01533,1-10,Healthcare,12,No,6,1,71,No
L01534,201-1000,Healthcare,14,No,9,2,88,No
L01535,11-50,Finance,11,Yes,8,3,25,Yes
L01536,1-10,Retail,12,No,3,2,20,No
L01537,11-50,Finance,14,Yes,4,0,17,No
L01538,51-200,Healthcare,13,No,6,2,64,No
L01539,11-50,Manufacturing,6,No,2,2,15,Yes
L01540,1-10,Tech,16,No,6,0,26,No
L01541,11-50,Tech,12,No,11,2,23,No
L01542,1-10,Manufacturing,9,No,4,7,47,No
L01543,51-200,Tech,13,No,8,4,19,No
L01544,201-1000,Manufacturing,14,No,4,4,7,No
L01545,1-10,Retail,14,No,4,4,56,No
L01546,11-50,Retail,17,No,5,2,42,No
L01547,51-200,Finance,14,No,5,2,82,No
L01548,11-50,Retail,16,No,5,0,75,No
L01549,1-10,Manufacturing,11,No,8,3,15,No
L01550,1-10,Finance,7,No,3,3,33,No
L01551,11-50,Finance,14,No,9,4,78,Yes
L01552,1-10,Tech,8,No,2,1,16,No
L01553,51-200,Finance,10,Yes,5,2,36,No
L01554,11-50,Finance,16,No,5,2,46,Yes
L01555,11-50,Healthcare,13,Yes,6,0,35,Yes
L01556,51-200,Finance,15,No,7,2,57,No
L01557,1-10,Retail,14,No,4,3,88,Yes
L01558,11-50,Finance,18,Yes,5,1,52,Yes
L01559,11-50,Retail,16,Yes,3,2,87,Yes
L01560,1-10,Manufacturing,12,No,3,4,22,No
L01561,51-200,Retail,16,No,4,3,27,No
L01562,51-200,Healthcare,22,No,1,1,54,No
L01563,1-10,Tech,15,No,3,2,57,Yes
L01564,11-50,Manufacturing,16,No,6,1,14,Yes
L01565,11-50,Tech,12,Yes,6,2,49,Yes
L01566,201-1000,Tech,17,Yes,7,2,28,Yes
L01567,51-200,Healthcare,19,No,4,1,58,Yes
L01568,201-1000,Tech,15,No,6,1,35,No
