customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,senior_citizen,Churn
C00730,15,36.78,619.51,Month-to-month,DSL,No,Credit card,0,Yes
C00731,33,32.04,1040.25,Month-to-month,DSL,Yes,Bank transfer,0,No
C00732,15,26.76,357.02,Two year,Fiber optic,No,Mailed check,0,No
C00733,1,92.4,108.42,One year,DSL,No,Credit card,1,No
C00734,72,112.88,7622.15,One year,Fiber optic,No,Electronic check,0,Yes
C00735,68,63.05,3706.0,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C00736,36,31.91,1177.78,Two year,No,Yes,Electronic check,0,No
C00737,72,71.24,6039.78,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C00738,18,54.88,791.79,Two year,DSL,No,Bank transfer,0,No
C00739,72,57.48,3705.05,Month-to-month,DSL,Yes,Credit card,0,Yes
C00740,1,82.13,96.53,Month-to-month,Fiber optic,Yes,Bank transfer,1,Yes
C00741,10,91.87,797.83,One year,Fiber optic,Yes,Electronic check,0,Yes
C00742,6,31.06,157.53,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00743,5,23.56,121.11,One year,Fiber optic,Yes,Electronic check,0,No
C00744,3,119.43,410.15,One year,DSL,No,Bank transfer,0,No
C00745,23,43.27,986.1,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00746,36,25.38,1094.43,Two year,Fiber optic,No,Credit card,0,No
C00747,20,38.99,835.69,Month-to-month,DSL,No,Electronic check,1,No
C00748,3,23.9,59.48,One year,DSL,No,Credit card,0,Yes
C00749,39,59.18,2763.01,Two year,DSL,No,Credit card,0,Yes
C00750,24,100.24,2317.13,One year,DSL,Yes,Electronic check,0,Yes
C00751,11,54.12,544.69,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00752,26,64.42,1713.7,Two year,DSL,No,Mailed check,0,No
C00753,7,87.56,564.94,One year,DSL,No,Mailed check,0,Yes
C00754,10,70.89,591.64,Month-to-month,DSL,No,Credit card,0,Yes
C00755,59,106.14,5013.39,Month-to-month,No,Yes,Bank transfer,0,No
C00756,8,106.6,835.6,One year,No,No,Mailed check,0,No
C00757,15,20.99,357.27,One year,DSL,Yes,Electronic check,0,No
C00758,53,97.8,5333.34,One year,DSL,No,Electronic check,0,Yes
C00759,29,66.07,2298.63,Two year,DSL,Yes,Credit card,0,Yes
C00760,1,118.88,108.74,One year,Fiber optic,No,Bank transfer,0,Yes
C00761,3,68.32,186.96,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C00762,0,118.69,0.0,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00763,23,95.46,1900.55,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00764,14,44.86,574.08,One year,No,Yes,Electronic check,1,Yes
C00765,3,73.84,247.47,Month-to-month,DSL,No,Credit card,0,Yes
C00766,72,119.21,9976.18,One year,No,No,Bank transfer,0,Yes
C00767,18,105.75,2265.23,One year,No,No,Mailed check,0,No
C00768,6,29.74,159.33,Two year,DSL,Yes,Mailed check,0,No
C00769,16,90.64,1671.43,Month-to-month,Fiber optic,No,Credit card,0,Yes
C00770,27,54.56,1371.92,Two year,DSL,No,Credit card,0,Yes
C00771,1,20.7,17.49,Month-to-month,DSL,No,Electronic check,0,Yes
C00772,7,60.35,484.98,Two year,DSL,No,Credit card,0,Yes
C00773,39,43.48,1788.04,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00774,14,101.89,1235.16,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C00775,18,53.73,939.99,One year,No,Yes,Credit card,1,No
C00776,13,102.75,1222.08,Month-to-month,DSL,Yes,Credit card,1,No
C00777,1,20.06,21.96,Month-to-month,No,Yes,Credit card,0,No
C00778,4,50.78,199.34,One year,DSL,No,Credit card,0,No
C00779,14,44.12,738.57,One year,No,No,Credit card,0,Yes
C00780,5,43.36,178.19,One year,DSL,Yes,Electronic check,0,No
C00781,1,26.82,25.26,One year,DSL,No,Mailed check,1,Yes
C00782,44,38.71,1690.91,One year,No,No,Bank transfer,0,No
C00783,72,75.55,5446.42,Month-to-month,DSL,No,Bank transfer,0,Yes
C00784,37,49.14,1684.32,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00785,46,61.74,3100.46,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00786,6,57.69,398.03,Two year,Fiber optic,Yes,Mailed check,0,No
C00787,72,107.59,9105.89,One year,Fiber optic,Yes,Credit card,0,Yes
C00788,5,110.53,620.09,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C00789,72,69.3,5689.3,One year,DSL,No,Bank transfer,0,No
C00790,72,53.02,3894.62,Two year,Fiber optic,Yes,Credit card,0,No
C00791,29,30.68,1005.7,Month-to-month,No,No,Electronic check,0,No
C00792,72,115.34,7651.76,One year,DSL,Yes,Credit card,0,No
C00793,20,26.02,499.27,One year,DSL,No,Bank transfer,0,Yes
C00794,7,49.77,322.88,One year,Fiber optic,Yes,Credit card,0,No
C00795,13,49.81,639.08,Month-to-month,Fiber optic,Yes,Electronic check,1,Yes
C00796,21,52.04,999.11,Two year,Fiber optic,Yes,Electronic check,1,Yes
C00797,1,36.43,43.16,Two year,DSL,No,Bank transfer,1,Yes
C00798,23,98.32,2092.07,One year,Fiber optic,Yes,Mailed check,0,No
C00799,72,32.25,1948.66,One year,DSL,No,Mailed check,1,Yes
C00800,5,83.49,421.93,Two year,Fiber optic,Yes,Credit card,0,Yes
C00801,37,32.38,985.81,One year,No,Yes,Electronic check,1,No
C00802,57,27.05,1301.66,Month-to-month,DSL,No,Electronic check,0,Yes
C00803,69,110.94,6795.65,One year,Fiber optic,Yes,Bank transfer,1,No
C00804,72,39.01,2768.67,One year,No,No,Bank transfer,0,No
C00805,17,102.13,1689.85,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00806,72,74.46,6003.79,One year,No,Yes,Bank transfer,0,Yes
C00807,33,27.79,1004.92,Two year,Fiber optic,Yes,Mailed check,0,Yes
C00808,4,115.54,448.54,Two year,No,Yes,Mailed check,0,No
C00809,15,44.7,625.9,One year,DSL,No,Credit card,0,No
C00810,30,105.96,2945.44,Month-to-month,DSL,No,Bank transfer,0,Yes
C00811,6,36.88,245.53,Two year,DSL,No,Credit card,0,Yes
C00812,24,105.39,2076.17,Two year,Fiber optic,No,Bank transfer,0,Yes
C00813,26,21.32,446.3,Month-to-month,No,Yes,Bank transfer,0,No
C00814,4,71.18,318.38,Two year,DSL,No,Mailed check,0,No
C00815,19,96.94,1825.02,Two year,Fiber optic,No,Electronic check,0,Yes
C00816,35,113.48,3385.37,One year,Fiber optic,No,Bank transfer,0,No
C00817,16,110.92,1587.0,One year,Fiber optic,No,Bank transfer,0,No
C00818,0,101.96,0.0,Month-to-month,Fiber optic,No,Bank transfer,0,No
C00819,0,108.82,0.0,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C00820,10,39.92,432.7,Month-to-month,DSL,No,Credit card,0,Yes
C00821,62,48.42,2980.7,Two year,DSL,No,Credit card,0,Yes
C00822,6,48.9,295.79,Month-to-month,No,Yes,Bank transfer,0,No
C00823,24,57.71,1648.33,Month-to-month,DSL,No,Bank transfer,1,No
C00824,6,59.33,422.3,Month-to-month,DSL,Yes,Credit card,0,Yes
C00825,9,74.46,593.82,One year,No,No,Credit card,0,Yes
C00826,45,35.99,1821.09,Two year,DSL,No,Mailed check,0,No
C00827,31,89.12,2428.15,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C00828,2,36.76,65.1,Month-to-month,DSL,No,Credit card,0,Yes
C00829,13,51.03,710.12,One year,Fiber optic,No,Mailed check,0,Yes
C00830,0,70.33,0.0,One year,DSL,No,Electronic check,0,Yes
C00831,15,99.64,1752.59,Month-to-month,DSL,Yes,Bank transfer,0,No
C00832,26,93.95,2041.13,One year,Fiber optic,Yes,Credit card,0,Yes
C00833,3,84.55,254.82,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C00834,8,35.58,332.29,Month-to-month,Fiber optic,Yes,Mailed check,1,Yes
C00835,12,74.7,1041.3,One year,No,No,Credit card,0,No
C00836,60,28.74,1487.49,Month-to-month,DSL,No,Electronic check,0,Yes
C00837,72,57.74,3935.51,Two year,Fiber optic,No,Electronic check,1,No
C00838,1,61.35,64.27,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00839,34,23.98,704.24,One year,No,No,Electronic check,0,No
C00840,11,47.4,619.01,One year,DSL,No,Electronic check,0,No
C00841,11,115.56,1482.05,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00842,33,115.36,3299.73,One year,No,No,Electronic check,0,No
C00843,60,55.23,2811.63,Month-to-month,DSL,No,Electronic check,0,Yes
C00844,72,24.31,1460.05,Two year,No,Yes,Electronic check,0,No
C00845,20,37.91,882.38,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00846,10,59.22,519.63,Month-to-month,Fiber optic,No,Credit card,0,Yes
C00847,37,114.78,4104.65,Month-to-month,No,No,Electronic check,0,No
C00848,6,34.12,200.53,Two year,Fiber optic,No,Credit card,0,No
C00849,19,96.35,1903.15,One year,Fiber optic,No,Bank transfer,0,Yes
C00850,10,30.87,255.82,One year,DSL,Yes,Mailed check,0,No
C00851,25,118.13,2630.47,Month-to-month,No,No,Electronic check,0,Yes
C00852,6,58.16,409.19,One year,Fiber optic,Yes,Mailed check,0,No
C00853,5,97.52,567.26,Month-to-month,DSL,No,Electronic check,1,Yes
C00854,60,54.26,3621.91,Two year,Fiber optic,No,Credit card,0,No
C00855,2,82.77,133.72,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C00856,16,39.2,583.8,Month-to-month,DSL,No,Bank transfer,1,Yes
C00857,5,34.6,181.85,Month-to-month,DSL,No,Mailed check,0,No
C00858,0,113.81,0.0,One year,DSL,Yes,Mailed check,1,No
C00859,0,111.76,0.0,One year,Fiber optic,No,Bank transfer,0,Yes
C00860,4,108.75,458.3,Month-to-month,Fiber optic,No,Credit card,0,Yes
C00861,48,82.54,3283.49,One year,Fiber optic,No,Credit card,0,Yes
C00862,7,100.83,821.28,One year,No,Yes,Bank transfer,0,No
C00863,72,26.9,2291.44,One year,No,Yes,Mailed check,0,No
C00864,20,53.48,888.93,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C00865,13,51.37,676.45,Month-to-month,DSL,Yes,Credit card,0,No
C00866,20,83.56,1539.75,One year,Fiber optic,No,Electronic check,0,Yes
C00867,17,55.6,904.68,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C00868,34,34.85,1033.07,Month-to-month,Fiber optic,No,Electronic check,0,No
C00869,7,79.65,574.96,Two year,Fiber optic,No,Bank transfer,0,No
C00870,10,101.44,1200.23,Two year,Fiber optic,Yes,Credit card,0,Yes
C00871,53,58.21,3088.92,Month-to-month,No,Yes,Credit card,0,Yes
C00872,70,33.23,1938.03,Month-to-month,DSL,No,Bank transfer,0,Yes
C00873,53,39.67,2203.43,One year,Fiber optic,No,Bank transfer,0,No
C00874,13,43.75,532.4,Month-to-month,DSL,Yes,Credit card,1,No
C00875,36,49.99,2055.85,Month-to-month,No,No,Credit card,0,Yes
C00876,15,84.28,1231.17,Month-to-month,DSL,Yes,Credit card,0,No
C00877,16,80.09,1124.0,One year,DSL,No,Mailed check,0,Yes
C00878,5,89.61,392.69,One year,DSL,No,Mailed check,0,Yes
C00879,21,56.25,1308.24,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00880,4,102.4,371.19,Month-to-month,DSL,No,Electronic check,1,Yes
C00881,9,40.41,402.57,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00882,46,66.9,2715.36,One year,Fiber optic,Yes,Credit card,0,No
C00883,5,100.09,464.76,Month-to-month,DSL,Yes,Mailed check,0,Yes
C00884,1,38.02,37.5,Month-to-month,DSL,No,Credit card,0,Yes
C00885,1,30.99,36.48,One year,No,No,Bank transfer,0,No
C00886,67,108.37,8514.67,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C00887,16,54.29,766.79,One year,Fiber optic,Yes,Electronic check,0,No
C00888,12,88.39,1000.53,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C00889,39,22.53,755.45,Month-to-month,DSL,No,Credit card,0,Yes
C00890,43,89.0,3842.29,Month-to-month,DSL,Yes,Electronic check,0,No
C00891,9,51.61,457.17,One year,DSL,No,Mailed check,0,Yes
C00892,28,25.57,830.73,Two year,No,Yes,Credit card,0,No
C00893,35,80.98,3321.81,Two year,No,No,Electronic check,0,No
C00894,25,44.08,1050.68,Month-to-month,Fiber optic,Yes,Bank transfer,1,No
C00895,3,58.68,175.46,One year,DSL,No,Credit card,0,Yes
C00896,50,28.06,1625.37,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00897,18,34.72,701.63,Month-to-month,DSL,Yes,Bank transfer,0,No
C00898,7,49.8,279.39,Two year,Fiber optic,Yes,Credit card,0,No
C00899,13,28.98,349.62,Month-to-month,DSL,Yes,Mailed check,1,Yes
C00900,0,111.08,0.0,Month-to-month,No,Yes,Credit card,0,Yes
C00901,3,20.6,55.12,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00902,34,68.39,2045.83,Month-to-month,No,No,Credit card,0,Yes
C00903,0,32.32,0.0,Month-to-month,No,No,Bank transfer,0,Yes
C00904,12,50.77,644.18,One year,No,No,Mailed check,0,Yes
C00905,17,112.61,1732.51,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00906,1,36.17,29.69,Two year,Fiber optic,No,Credit card,0,Yes
C00907,72,116.58,7490.52,Two year,Fiber optic,No,Electronic check,1,No
C00908,6,40.58,272.88,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00909,8,94.16,859.19,Month-to-month,Fiber optic,No,Credit card,1,Yes
C00910,8,74.67,593.31,Month-to-month,No,Yes,Bank transfer,0,Yes
C00911,6,108.45,628.85,One year,Fiber optic,Yes,Credit card,0,No
C00912,0,75.4,0.0,Month-to-month,No,No,Credit card,0,Yes
C00913,31,73.46,2004.5,One year,No,Yes,Mailed check,0,No
C00914,72,39.55,2523.38,Month-to-month,DSL,No,Electronic check,1,Yes
C00915,6,36.62,201.43,One year,DSL,No,Bank transfer,0,No
C00916,26,111.65,2522.92,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00917,32,52.78,1607.46,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00918,45,57.21,2997.52,Two year,No,No,Mailed check,0,No
C00919,13,95.98,1305.31,One year,Fiber optic,No,Bank transfer,1,No
C00920,8,53.88,415.86,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C00921,9,115.21,1217.06,Two year,Fiber optic,No,Bank transfer,0,No
C00922,29,93.79,2228.66,One year,DSL,No,Bank transfer,0,No
C00923,40,79.74,2819.96,Two year,Fiber optic,Yes,Electronic check,0,Yes
C00924,4,108.09,443.76,One year,No,Yes,Bank transfer,0,Yes
C00925,11,24.96,287.25,Month-to-month,DSL,No,Credit card,0,Yes
C00926,55,45.71,2051.02,Month-to-month,Fiber optic,Yes,Bank transfer,0,No
C00927,39,66.5,2492.91,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00928,72,42.7,3257.82,One year,DSL,No,Bank transfer,0,No
C00929,33,94.39,3361.66,One year,DSL,No,Mailed check,0,Yes
C00930,11,111.92,1299.15,Month-to-month,No,No,Bank transfer,0,Yes
C00931,21,62.38,1215.96,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00932,25,54.21,1134.9,Two year,DSL,Yes,Mailed check,1,No
C00933,1,116.16,112.77,Two year,DSL,Yes,Mailed check,0,No
C00934,18,64.49,988.44,One year,Fiber optic,No,Electronic check,1,Yes
C00935,29,68.9,2355.86,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00936,4,55.16,218.45,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C00937,36,110.95,3702.24,Month-to-month,DSL,No,Credit card,0,Yes
C00938,21,76.9,1786.92,Two year,No,Yes,Credit card,0,Yes
C00939,72,96.22,6922.16,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C00940,1,101.18,93.49,One year,DSL,Yes,Bank transfer,1,No
C00941,7,54.18,426.59,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00942,22,63.37,1598.88,One year,Fiber optic,No,Mailed check,0,Yes
C00943,8,104.85,896.85,One year,No,Yes,Bank transfer,0,No
C00944,30,56.33,1383.67,Two year,No,Yes,Electronic check,0,Yes
C00945,34,99.39,3468.91,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00946,2,114.1,252.23,Month-to-month,No,No,Bank transfer,1,Yes
C00947,17,82.32,1195.96,Month-to-month,No,Yes,Mailed check,0,Yes
C00948,17,94.16,1426.99,Two year,No,No,Electronic check,0,No
C00949,11,100.51,1274.77,Two year,DSL,Yes,Bank transfer,0,No
C00950,64,104.5,5404.23,One year,Fiber optic,No,Mailed check,1,No
C00951,42,59.51,2752.09,One year,DSL,Yes,Credit card,1,No
C00952,28,25.13,696.26,One year,No,No,Electronic check,0,Yes
C00953,30,60.19,1767.25,Month-to-month,DSL,Yes,Electronic check,1,Yes
C00954,14,87.38,982.13,Two year,Fiber optic,Yes,Bank transfer,0,No
C00955,60,65.04,4400.97,Month-to-month,DSL,No,Bank transfer,1,Yes
C00956,28,94.9,2508.21,Month-to-month,DSL,No,Mailed check,0,No
C00957,31,55.7,1754.86,One year,Fiber optic,No,Credit card,0,No
C00958,47,83.47,4201.32,Month-to-month,No,No,Credit card,0,Yes
C00959,7,38.64,292.4,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00960,39,94.94,4378.0,One year,No,No,Bank transfer,0,Yes
C00961,5,74.57,377.52,Month-to-month,DSL,Yes,Mailed check,0,Yes
C00962,10,40.41,387.89,One year,Fiber optic,No,Bank transfer,0,No
C00963,9,49.19,523.05,Month-to-month,Fiber optic,No,Mailed check,1,Yes
C00964,72,94.86,7218.16,Month-to-month,DSL,Yes,Mailed check,0,Yes
C00965,46,68.26,2886.44,Month-to-month,Fiber optic,No,Credit card,0,No
C00966,28,41.6,990.76,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00967,31,116.73,4114.46,One year,Fiber optic,Yes,Credit card,1,No
C00968,19,91.51,1642.84,Month-to-month,Fiber optic,No,Credit card,1,Yes
C00969,70,115.71,8619.6,One year,Fiber optic,No,Credit card,0,Yes
C00970,16,62.71,991.65,One year,DSL,Yes,Bank transfer,0,No
C00971,11,67.51,653.18,One year,DSL,Yes,Credit card,0,No
C00972,4,109.8,457.06,Two year,Fiber optic,No,Mailed check,0,Yes
C00973,37,72.5,2211.11,One year,DSL,Yes,Bank transfer,0,No
C00974,31,90.73,2715.14,Month-to-month,DSL,No,Mailed check,1,Yes
C00975,11,45.22,506.69,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00976,0,64.67,0.0,Month-to-month,Fiber optic,No,Mailed check,0,No
C00977,43,32.34,1528.94,One year,DSL,No,Electronic check,0,No
C00978,0,40.6,0.0,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00979,29,20.09,645.82,One year,Fiber optic,No,Electronic check,0,Yes
C00980,72,23.93,1405.12,One year,DSL,No,Mailed check,0,Yes
C00981,13,117.73,1343.24,Month-to-month,No,No,Bank transfer,0,No
C00982,6,44.24,269.33,One year,Fiber optic,No,Credit card,0,No
C00983,29,86.33,2939.01,Month-to-month,Fiber optic,No,Credit card,0,No
C00984,40,103.91,4713.29,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C00985,18,75.07,1536.4,One year,DSL,Yes,Mailed check,1,No
C00986,72,35.31,2342.2,One year,Fiber optic,Yes,Mailed check,0,No
C00987,1,92.81,90.19,One year,Fiber optic,Yes,Mailed check,0,No
C00988,16,80.03,1265.48,Month-to-month,No,Yes,Credit card,0,Yes
C00989,30,93.13,2410.99,Month-to-month,No,No,Bank transfer,0,No
C00990,47,96.97,3702.71,Two year,Fiber optic,No,Credit card,0,No
C00991,4,117.54,554.21,One year,DSL,No,Mailed check,0,No
C00992,38,77.36,2634.79,One year,DSL,No,Electronic check,0,Yes
C00993,19,54.16,922.0,Month-to-month,DSL,No,Credit card,0,No
C00994,12,84.85,848.52,One year,Fiber optic,No,Electronic check,0,No
C00995,3,26.84,94.32,Month-to-month,DSL,No,Electronic check,1,No
C00996,48,109.74,5435.53,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00997,4,31.94,136.3,Two year,DSL,No,Credit card,1,No
C00998,8,52.78,491.75,Month-to-month,No,No,Bank transfer,0,Yes
C00999,8,101.57,762.38,Two year,DSL,Yes,Credit card,0,No
C01000,49,79.73,4096.65,Month-to-month,No,No,Bank transfer,0,No
C01001,26,59.36,1258.64,Month-to-month,No,No,Bank transfer,0,Yes
C01002,38,67.34,2238.31,One year,Fiber optic,Yes,Mailed check,0,Yes
C01003,6,105.45,716.53,Two year,Fiber optic,No,Bank transfer,0,Yes
C01004,23,54.0,1374.53,One year,Fiber optic,Yes,Credit card,0,Yes
C01005,20,106.96,2011.4,Two year,Fiber optic,Yes,Credit card,0,No
C01006,42,28.81,1150.4,One year,DSL,No,Electronic check,1,Yes
C01007,56,97.68,5543.5,One year,DSL,No,Bank transfer,0,No
C01008,0,104.75,0.0,Two year,Fiber optic,No,Mailed check,0,Yes
C01009,26,38.18,889.94,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01010,1,63.03,55.67,One year,Fiber optic,Yes,Credit card,1,Yes
C01011,19,36.55,625.14,Month-to-month,DSL,No,Bank transfer,0,Yes
C01012,8,90.66,814.03,Two year,Fiber optic,No,Mailed check,1,Yes
C01013,8,73.53,536.4,Two year,DSL,No,Bank transfer,0,Yes
C01014,10,83.53,732.23,Month-to-month,DSL,Yes,Bank transfer,0,No
C01015,23,39.65,913.51,One year,DSL,No,Electronic check,0,Yes
C01016,9,41.17,424.72,Two year,DSL,No,Mailed check,0,No
C01017,31,24.15,671.19,Month-to-month,DSL,No,Electronic check,1,No
C01018,12,52.21,520.9,One year,No,No,Mailed check,0,No
C01019,1,75.97,71.61,Two year,DSL,Yes,Bank transfer,1,No
C01020,36,105.79,4185.71,Month-to-month,Fiber optic,No,Mailed check,0,No
C01021,8,86.69,707.58,One year,DSL,No,Credit card,0,Yes
C01022,13,63.54,930.69,Month-to-month,No,Yes,Bank transfer,0,No
C01023,27,115.31,3685.72,Two year,Fiber optic,No,Mailed check,0,Yes
C01024,9,91.92,924.13,Two year,DSL,No,Electronic check,0,Yes
C01025,1,113.02,117.71,Two year,Fiber optic,No,Electronic check,0,No
C01026,11,72.76,798.23,One year,Fiber optic,No,Bank transfer,0,Yes
C01027,69,45.89,2583.88,Two year,Fiber optic,Yes,Electronic check,0,No
C01028,24,25.28,724.26,Two year,DSL,No,Bank transfer,0,No
C01029,26,92.61,2295.64,Month-to-month,No,No,Bank transfer,0,Yes
C01030,24,32.13,663.85,Two year,Fiber optic,Yes,Bank transfer,0,No
C01031,5,50.28,268.16,Month-to-month,DSL,Yes,Mailed check,0,Yes
C01032,13,73.25,870.09,One year,Fiber optic,Yes,Bank transfer,0,Yes
C01033,33,76.44,2609.07,Month-to-month,Fiber optic,No,Electronic check,1,No
C01034,2,80.06,165.68,Month-to-month,No,No,Credit card,0,Yes
C01035,7,36.63,250.84,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01036,7,57.97,460.35,One year,Fiber optic,No,Electronic check,0,Yes
C01037,13,81.72,962.48,Month-to-month,DSL,No,Bank transfer,0,Yes
C01038,72,116.98,8249.5,One year,No,Yes,Bank transfer,0,No
C01039,1,92.76,94.16,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01040,17,112.26,2033.33,Month-to-month,DSL,No,Electronic check,0,Yes
C01041,4,96.22,428.6,One year,DSL,No,Mailed check,0,Yes
C01042,72,79.17,5460.39,One year,DSL,No,Electronic check,0,No
C01043,2,39.2,82.98,Month-to-month,No,No,Bank transfer,0,Yes
C01044,12,86.67,894.69,One year,DSL,No,Mailed check,0,No
C01045,32,82.34,3090.87,Two year,Fiber optic,Yes,Bank transfer,0,No
C01046,29,80.25,2218.39,One year,DSL,No,Bank transfer,0,No
C01047,13,68.98,979.07,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C01048,10,72.87,588.89,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C01049,12,53.44,565.66,Two year,No,No,Bank transfer,1,No
C01050,7,71.93,500.91,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01051,5,39.76,228.88,Two year,No,Yes,Mailed check,0,No
C01052,15,100.52,1524.24,One year,Fiber optic,Yes,Credit card,0,No
C01053,7,38.58,316.5,Two year,DSL,No,Bank transfer,0,No
C01054,8,28.5,226.52,One year,DSL,No,Bank transfer,0,No
C01055,25,63.62,1584.42,Two year,Fiber optic,No,Mailed check,0,No
C01056,72,85.83,5239.81,Month-to-month,No,Yes,Electronic check,0,No
C01057,22,63.77,1572.78,One year,No,No,Bank transfer,0,No
C01058,1,47.68,42.85,Month-to-month,DSL,No,Mailed check,0,No
C01059,1,75.82,87.94,One year,DSL,Yes,Bank transfer,0,No
C01060,72,54.7,4585.6,One year,DSL,No,Electronic check,1,Yes
C01061,8,113.29,1067.03,Two year,No,No,Credit card,0,Yes
C01062,2,112.26,226.34,Two year,No,Yes,Electronic check,1,Yes
C01063,21,70.24,1579.53,One year,No,No,Electronic check,0,Yes
C01064,23,52.79,1349.44,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01065,25,93.71,1996.97,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01066,7,23.67,172.38,One year,Fiber optic,Yes,Bank transfer,1,No
C01067,0,67.48,0.0,Month-to-month,DSL,Yes,Credit card,1,Yes
C01068,72,53.63,3857.6,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01069,6,112.05,579.48,Month-to-month,DSL,No,Electronic check,0,Yes
C01070,27,21.2,499.8,Month-to-month,DSL,No,Credit card,0,Yes
C01071,29,75.28,2065.27,Month-to-month,No,Yes,Electronic check,0,Yes
C01072,22,94.07,2013.61,Month-to-month,No,No,Electronic check,0,Yes
C01073,9,68.5,646.87,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C01074,7,28.54,165.77,Month-to-month,Fiber optic,Yes,Credit card,1,No
C01075,21,117.25,2465.89,Two year,Fiber optic,Yes,Bank transfer,0,No
C01076,48,71.8,3008.88,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01077,70,81.42,5868.05,Month-to-month,No,No,Bank transfer,0,Yes
C01078,2,43.66,92.12,One year,No,Yes,Credit card,0,Yes
C01079,4,68.35,279.6,Month-to-month,Fiber optic,Yes,Credit card,0,No
C01080,69,62.91,4754.55,Two year,DSL,No,Electronic check,0,Yes
C01081,32,27.49,821.84,One year,DSL,No,Bank transfer,0,No
C01082,51,30.62,1727.22,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01083,5,103.75,504.8,Month-to-month,DSL,Yes,Electronic check,1,Yes
C01084,21,43.98,917.74,Two year,No,No,Mailed check,0,No
C01085,28,39.5,1171.52,Two year,DSL,No,Mailed check,0,No
C01086,27,70.49,1536.56,One year,DSL,Yes,Credit card,0,No
C01087,12,96.87,1234.04,One year,Fiber optic,No,Credit card,0,No
C01088,0,26.19,0.0,Month-to-month,No,No,Mailed check,0,No
C01089,20,77.68,1435.43,Two year,DSL,No,Mailed check,0,No
C01090,7,31.92,186.42,Month-to-month,Fiber optic,No,Mailed check,0,No
C01091,14,23.65,276.92,Two year,Fiber optic,No,Electronic check,1,Yes
C01092,72,25.27,2127.45,One year,DSL,No,Electronic check,0,No
C01093,12,103.42,1335.0,One year,Fiber optic,Yes,Electronic check,0,No
